_,1.1.1,0
_,2.5.8,0
1.1.1,_,0
1.2.2,1.2.2,1
1.3.3,1.3.3,0.47523272
1.4.4,_,0
1.5.5,_,0
1.6.6,_,0
1.7.7,_,0
2.1.8,2.1.4,1
2.2.9,2.2.5,1
2.3.10,2.3.6,1
2.4.11,2.4.7,1
2.5.12,2.6.9,1
2.6.13,2.7.10,0.78138506
2.7.14,2.8.11,1
2.8.15,2.9.12,1
2.9.16,2.10.13,1
2.10.17,2.11.14,1
2.11.18,2.12.15,1
2.12.19,2.13.16,1
2.13.20,2.14.17,1
3.1.21,3.1.18,1
4.1.22,4.1.19,1
4.2.23,4.2.20,1
5.1.24,5.1.21,1
6.1.25,6.1.22,1
6.2.26,6.2.23,1
7.1.27,7.1.24,1
8.1.28,8.1.25,1
8.2.29,8.2.26,1
8.3.30,8.3.27,1
9.1.31,9.1.28,1
10.1.32,10.1.29,1
11.1.33,11.1.30,0.97310114
12.1.34,12.1.31,0.90902257
12.2.35,12.2.32,1
12.3.36,12.3.33,1
13.1.37,13.1.34,1
14.1.38,14.1.35,1
14.2.39,14.2.36,1
15.1.40,15.1.37,1
16.1.41,16.1.38,1
16.2.42,16.2.39,1
17.1.43,17.1.40,1
18.1.44,18.1.41,1
19.1.45,19.1.42,0.9886793
20.1.46,20.1.43,1
20.2.47,20.2.44,1
20.3.48,20.3.45,1
20.4.49,20.4.46,1
20.5.50,20.5.47,1
20.6.51,20.6.48,1
20.7.52,20.7.49,1
21.1.53,21.1.50,1
22.1.54,22.1.51,0.9454546
23.1.55,23.1.52,1
24.1.56,24.1.53,1
24.2.57,24.2.54,1
24.3.58,24.3.55,1
25.1.59,25.1.56,1
26.1.60,26.1.57,1
26.2.61,26.2.58,0.90523815
26.3.62,26.3.59,1
26.4.63,26.4.60,1
27.1.64,27.1.61,1
28.1.65,28.1.62,0.92727274
28.2.66,28.2.63,0.9354878
28.3.67,28.3.64,1
28.4.68,28.4.65,1
29.1.69,29.1.66,1
30.1.70,30.1.67,0.93881536
30.2.71,30.2.68,1
31.1.72,31.1.69,1
32.1.73,32.1.70,1
32.2.74,32.2.71,1
32.3.75,32.3.72,1
33.1.76,33.1.73,1
34.1.77,34.1.74,1
34.2.78,34.2.75,1
34.3.79,34.3.76,1
34.4.80,34.4.77,1
34.5.81,34.5.78,1
35.1.82,35.1.79,1
36.1.83,36.1.80,1
36.2.84,36.2.81,1
36.3.85,36.3.82,1
37.1.86,37.1.83,1
38.1.87,38.1.84,1
38.2.88,38.2.85,1
38.3.89,38.3.86,1
38.4.90,38.4.87,1
38.5.91,38.5.88,1
39.1.92,39.1.89,1
40.1.93,40.1.90,1
40.2.94,40.2.91,1
40.3.95,40.3.92,1
40.4.96,40.4.93,1
40.5.97,40.5.94,1
41.1.98,41.1.95,1
42.1.99,42.1.96,1
43.1.100,43.1.97,1
44.1.101,44.1.98,1
44.2.102,44.2.99,1
45.1.103,45.1.100,1
46.1.104,46.1.101,1
46.2.105,46.2.102,1
47.1.106,47.1.103,1
48.1.107,48.1.104,1
48.2.108,48.2.105,1
48.3.109,48.3.106,1
48.4.110,48.4.107,1
48.5.111,48.5.108,1
49.1.112,49.1.109,1
50.1.113,50.1.110,1
51.1.114,51.1.111,1
52.1.115,52.1.112,1
53.1.116,53.1.113,1
54.1.117,54.1.114,1
55.1.118,55.1.115,1
56.1.119,56.1.116,1
56.2.120,56.2.117,1
57.1.121,57.1.118,1
