_,2.1.5,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
2.1.5,5.1.22,1
2.2.6,5.2.23,1
2.3.7,5.3.24,1
2.4.8,5.4.25,1
2.5.9,5.5.26,1
2.6.10,5.6.27,1
2.7.11,5.7.28,1
2.8.12,5.8.29,1
2.9.13,5.9.30,1
2.10.14,5.10.31,1
2.11.15,5.11.32,1
2.12.16,5.12.33,1
2.13.17,5.13.34,1
2.14.18,5.14.35,1
2.15.19,5.15.36,1
2.16.20,5.16.37,1
2.17.21,5.17.38,1
2.18.22,5.18.39,1
2.19.23,5.19.40,1
2.20.24,5.20.41,1
2.21.25,5.21.42,1
2.22.26,5.22.43,1
2.23.27,5.23.44,1
2.24.28,5.24.45,1
2.25.29,5.25.46,1
2.26.30,5.26.47,1
2.27.31,5.27.48,1
2.28.32,5.28.49,1
2.29.33,5.29.50,1
2.30.34,5.30.51,1
2.31.35,5.31.52,1
2.32.36,5.32.53,1
2.33.37,5.33.54,1
2.34.38,5.34.55,1
2.35.39,5.35.56,1
3.1.40,6.1.57,1
3.2.41,6.2.58,1
3.3.42,6.3.59,1
3.4.43,6.4.60,1
3.5.44,6.5.61,1
4.1.45,7.1.62,1
4.2.46,7.2.63,1
4.3.47,7.3.64,1
4.4.48,7.4.65,1
4.5.49,7.5.66,1
5.1.50,3.1.6,0.76024675
5.1.50,3.3.8,0.54287344
5.2.51,3.2.7,0.78270006
5.3.52,3.3.8,0.7875562
5.4.53,3.1.6,0.5786134
5.4.53,3.4.9,0.84835124
5.5.54,3.5.10,1.0
5.6.55,3.6.11,1.0
5.7.56,3.7.12,1.0
5.8.57,3.8.13,1.0
5.9.58,3.9.14,1.0
5.10.59,3.10.15,1.0
5.11.60,3.11.16,1.0
5.12.61,3.12.17,1.0
5.13.62,3.13.18,0.9463073
5.14.63,3.14.19,0.92584527
6.1.64,4.1.20,0.7358472
6.2.65,4.2.21,0.7657105
7.1.66,8.1.67,1
8.1.67,9.1.68,1
8.2.68,9.2.69,1
8.3.69,9.3.70,1
8.4.70,9.4.71,1
8.5.71,9.5.72,1
8.6.72,9.6.73,1
9.1.73,10.1.74,1
9.2.74,10.2.75,1
9.3.75,10.3.76,1
9.4.76,10.4.77,1
9.5.77,10.5.78,1
10.1.78,11.1.79,1
11.1.79,12.1.80,1
12.1.80,13.1.81,1
12.2.81,13.2.82,1
12.3.82,13.3.83,1
12.4.83,13.4.84,1
12.5.84,13.5.85,1
13.1.85,14.1.86,1
13.2.86,14.2.87,1
13.3.87,14.3.88,1
13.4.88,14.4.89,1
13.5.89,14.5.90,1
13.6.90,14.6.91,1
13.7.91,14.7.92,1
13.8.92,14.8.93,1
14.1.93,15.1.94,1
14.2.94,15.2.95,1
14.3.95,15.3.96,1
14.4.96,15.4.97,1
14.5.97,15.5.98,1
14.6.98,15.6.99,1
14.7.99,15.7.100,1
14.8.100,15.8.101,1
15.1.101,16.1.102,1
15.2.102,16.2.103,1
15.3.103,16.3.104,1
16.1.104,17.1.105,1
16.2.105,17.2.106,1
16.3.106,17.3.107,1
16.4.107,17.4.108,1
16.5.108,17.5.109,1
16.6.109,17.6.110,1
16.7.110,17.7.111,1
16.8.111,17.8.112,1
16.9.112,17.9.113,1
16.10.113,17.10.114,1
17.1.114,18.1.115,1
17.2.115,18.2.116,1
17.3.116,18.3.117,1
18.1.117,19.1.118,1
18.2.118,19.2.119,1
18.3.119,19.3.120,1
18.4.120,19.4.121,1
18.5.121,19.5.122,1
18.6.122,19.6.123,1
18.7.123,19.7.124,1
18.8.124,19.8.125,1
18.9.125,19.9.126,1
18.10.126,19.10.127,1
18.11.127,19.11.128,1
18.12.128,19.12.129,1
18.13.129,19.13.130,1
18.14.130,19.14.131,1
19.1.131,20.1.132,1
20.1.132,21.1.133,1
20.2.133,21.2.134,1
20.3.134,21.3.135,1
20.4.135,21.4.136,1
20.5.136,21.5.137,1
20.6.137,21.6.138,1
20.7.138,21.7.139,1
20.8.139,21.8.140,1
20.9.140,21.9.141,1
21.1.141,22.1.142,1
21.2.142,22.2.143,1
21.3.143,22.3.144,1
21.4.144,22.4.145,1
21.5.145,22.5.146,1
21.6.146,22.6.147,1
21.7.147,22.7.148,1
21.8.148,22.8.149,1
21.9.149,22.9.150,1
21.10.150,22.10.151,1
21.11.151,22.11.152,1
21.12.152,22.12.153,1
21.13.153,22.13.154,1
21.14.154,22.14.155,1
21.15.155,22.15.156,1
21.16.156,22.16.157,1
21.17.157,22.17.158,1
21.18.158,22.18.159,1
21.19.159,22.19.160,1
21.20.160,22.20.161,1
21.21.161,22.21.162,1
21.22.162,22.22.163,1
21.23.163,22.23.164,1
22.1.164,23.1.165,1
22.2.165,23.2.166,1
22.3.166,23.3.167,1
22.4.167,23.4.168,1
22.5.168,23.5.169,1
22.6.169,23.6.170,1
22.7.170,23.7.171,1
22.8.171,23.8.172,1
22.9.172,23.9.173,1
22.10.173,23.10.174,1
22.11.174,23.11.175,1
23.1.175,24.1.176,1
23.2.176,24.2.177,1
23.3.177,24.3.178,1
23.4.178,24.4.179,1
23.5.179,24.5.180,1
