1.1.1,_,0
31.12.139,30.12.138,1
31.13.140,30.13.139,1
32.1.141,31.1.140,1
33.1.142,32.1.141,1
33.2.143,32.2.142,1
33.3.144,32.3.143,1
33.4.145,32.4.144,1
33.5.146,32.5.145,1
34.1.147,33.1.146,1
35.1.148,34.1.147,1
35.2.149,34.2.148,1
35.3.150,34.3.149,1
35.4.151,34.4.150,1
35.5.152,34.5.151,1
35.6.153,34.6.152,1
36.1.154,35.1.153,1
37.1.155,36.1.154,1
37.2.156,36.2.155,1
37.3.157,36.3.156,1
37.4.158,36.4.157,1
37.5.159,36.5.158,1
37.6.160,36.6.159,1
37.7.161,36.7.160,1
38.1.162,37.1.161,1
38.2.163,37.2.162,1
38.3.164,37.3.163,1
39.1.165,38.1.164,1
40.1.166,39.1.165,1
41.1.167,40.1.166,1
41.2.168,40.2.167,1
41.3.169,40.3.168,1
41.4.170,40.4.169,1
41.5.171,40.5.170,1
41.6.172,40.6.171,1
41.7.173,40.7.172,1
41.8.174,40.8.173,1
41.9.175,40.9.174,1
41.10.176,40.10.175,1
41.11.177,40.11.176,1
41.12.178,40.12.177,1
41.13.179,40.13.178,1
41.14.180,40.14.179,1
41.15.181,40.15.180,1
41.16.182,40.16.181,1
41.17.183,40.17.182,1
41.18.184,40.18.183,1
41.19.185,40.19.184,1
41.20.186,40.20.185,1
41.21.187,40.21.186,1
41.22.188,40.22.187,1
41.23.189,40.23.188,1
41.24.190,40.24.189,1
41.25.191,40.25.190,1
42.1.192,41.1.191,1
43.1.193,42.1.192,1
44.1.194,43.1.193,1
44.2.195,43.2.194,1
44.3.196,43.3.195,1
44.4.197,43.4.196,1
44.5.198,43.5.197,1
44.6.199,43.6.198,1
44.7.200,43.7.199,1
44.8.201,43.8.200,1
44.9.202,43.9.201,1
44.10.203,43.10.202,1
44.11.204,43.11.203,1
44.12.205,43.12.204,1
44.13.206,43.13.205,1
44.14.207,43.14.206,1
44.15.208,43.15.207,1
44.16.209,43.16.208,1
44.17.210,43.17.209,1
44.18.211,43.18.210,1
44.19.212,43.19.211,1
44.20.213,43.20.212,1
44.21.214,43.21.213,1
44.22.215,43.22.214,1
44.23.216,43.23.215,1
44.24.217,43.24.216,1
44.25.218,43.25.217,1
44.26.219,43.26.218,1
44.27.220,43.27.219,1
44.28.221,43.28.220,1
44.29.222,43.29.221,1
44.30.223,43.30.222,1
44.31.224,43.31.223,1
44.32.225,43.32.224,1
44.33.226,43.33.225,1
44.34.227,43.34.226,1
44.35.228,43.35.227,1
44.36.229,43.36.228,1
44.37.230,43.37.229,1
44.38.231,43.38.230,1
45.1.232,44.1.231,1
46.1.233,45.1.232,1
47.1.234,46.1.233,1
47.2.235,46.2.234,1
47.3.236,46.3.235,1
47.4.237,46.4.236,1
47.5.238,46.5.237,1
47.6.239,46.6.238,1
47.7.240,46.7.239,1
47.8.241,46.8.240,1
47.9.242,46.9.241,1
47.10.243,46.10.242,1
47.11.244,46.11.243,1
47.12.245,46.12.244,1
47.13.246,46.13.245,1
47.14.247,46.14.246,1
47.15.248,46.15.247,1
47.16.249,46.16.248,1
47.17.250,46.17.249,1
47.18.251,46.18.250,1
47.19.252,46.19.251,1
47.20.253,46.20.252,1
47.21.254,46.21.253,1
47.22.255,46.22.254,1
47.23.256,46.23.255,1
47.24.257,46.24.256,1
47.25.258,46.25.257,1
47.26.259,46.26.258,1
47.27.260,46.27.259,1
47.28.261,46.28.260,1
47.29.262,46.29.261,1
47.30.263,46.30.262,1
47.31.264,46.31.263,1
47.32.265,46.32.264,1
47.33.266,46.33.265,1
47.34.267,46.34.266,1
47.35.268,46.35.267,1
47.36.269,46.36.268,1
47.37.270,46.37.269,1
47.38.271,46.38.270,1
47.39.272,46.39.271,1
47.40.273,46.40.272,1
47.41.274,46.41.273,1
47.42.275,46.42.274,1
47.43.276,46.43.275,1
47.44.277,46.44.276,1
47.45.278,46.45.277,1
47.46.279,46.46.278,1
47.47.280,46.47.279,1
47.48.281,46.48.280,1
47.49.282,46.49.281,1
47.50.283,46.50.282,1
47.51.284,46.51.283,1
47.52.285,46.52.284,1
47.53.286,46.53.285,1
47.54.287,46.54.286,1
47.55.288,46.55.287,1
47.56.289,46.56.288,1
47.57.290,46.57.289,1
48.1.291,47.1.290,1
49.1.292,48.1.291,1
50.1.293,49.1.292,1
50.2.294,49.2.293,1
50.3.295,49.3.294,1
50.4.296,49.4.295,1
50.5.297,49.5.296,1
50.6.298,49.6.297,1
50.7.299,49.7.298,1
50.8.300,49.8.299,1
50.9.301,49.9.300,1
50.10.302,49.10.301,1
50.11.303,49.11.302,1
50.12.304,49.12.303,1
50.13.305,49.13.304,1
51.1.306,50.1.305,1
52.1.307,51.1.306,1
52.2.308,51.2.307,1
52.3.309,51.3.308,1
