1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
5.2.6,4.2.5,1
6.1.7,5.1.6,1
7.1.8,6.1.7,1
7.2.9,6.2.8,1
7.3.10,6.3.9,1
7.4.11,6.4.10,1
8.1.12,7.1.11,1
9.1.13,8.1.12,1
9.2.14,8.2.13,1
9.3.15,8.3.14,1
9.4.16,8.4.15,1
9.5.17,8.5.16,1
9.6.18,8.6.17,1
10.1.19,9.1.18,1
10.2.20,9.2.19,1
10.3.21,9.3.20,1
10.4.22,9.4.21,1
10.5.23,9.5.22,1
10.6.24,9.6.23,1
10.7.25,9.7.24,1
10.8.26,9.8.25,1
10.9.27,9.9.26,1
10.10.28,9.10.27,1
10.11.29,9.11.28,1
10.12.30,9.12.29,1
10.13.31,9.13.30,1
10.14.32,9.14.31,1
10.15.33,9.15.32,1
10.16.34,9.16.33,1
10.17.35,9.17.34,1
10.18.36,9.18.35,1
10.19.37,9.19.36,1
10.20.38,9.20.37,1
10.21.39,9.21.38,1
10.22.40,9.22.39,1
10.23.41,9.23.40,1
10.24.42,9.24.41,1
11.1.43,10.1.42,1
12.1.44,11.1.43,1
13.1.45,12.1.44,1
13.2.46,12.2.45,1
13.3.47,12.3.46,1
13.4.48,12.4.47,1
13.5.49,12.5.48,1
13.6.50,12.6.49,1
13.7.51,12.7.50,1
13.8.52,12.8.51,1
13.9.53,12.9.52,1
14.1.54,13.1.53,1
15.1.55,14.1.54,1
15.2.56,14.2.55,1
15.3.57,14.3.56,1
15.4.58,14.4.57,1
15.5.59,14.5.58,1
15.6.60,14.6.59,1
15.7.61,14.7.60,1
15.8.62,14.8.61,1
15.9.63,14.9.62,1
15.10.64,14.10.63,1
15.11.65,14.11.64,1
16.1.66,15.1.65,1
16.2.67,15.2.66,1
16.3.68,15.3.67,1
16.4.69,15.4.68,1
16.5.70,15.5.69,1
17.1.71,16.1.70,1
18.1.72,17.1.71,1
18.2.73,17.2.72,1
18.3.74,17.3.73,1
18.4.75,17.4.74,1
18.5.76,17.5.75,1
18.6.77,17.6.76,1
18.7.78,17.7.77,1
18.8.79,17.8.78,1
18.9.80,17.9.79,1
18.10.81,17.10.80,1
19.1.82,18.1.81,1
20.1.83,19.1.82,1
21.1.84,20.1.83,1
21.2.85,20.2.84,1
21.3.86,20.3.85,1
22.1.87,21.1.86,1
23.1.88,22.1.87,1
23.2.89,22.2.88,1
23.3.90,22.3.89,1
23.4.91,22.4.90,1
23.5.92,22.5.91,1
23.6.93,22.6.92,1
23.7.94,22.7.93,1
24.1.95,23.1.94,1
25.1.96,24.1.95,1
25.2.97,24.2.96,1
25.3.98,24.3.97,1
25.4.99,24.4.98,1
25.5.100,24.5.99,1
25.6.101,24.6.100,1
25.7.102,24.7.101,1
25.8.103,24.8.102,1
25.9.104,24.9.103,1
26.1.105,25.1.104,1
27.1.106,26.1.105,1
27.2.107,26.2.106,1
27.3.108,26.3.107,1
27.4.109,26.4.108,1
27.5.110,26.5.109,1
27.6.111,26.6.110,1
27.7.112,26.7.111,1
27.8.113,26.8.112,1
27.9.114,26.9.113,1
27.10.115,26.10.114,1
28.1.116,27.1.115,1
29.1.117,28.1.116,1
29.2.118,28.2.117,1
29.3.119,28.3.118,1
29.4.120,28.4.119,1
29.5.121,28.5.120,1
29.6.122,28.6.121,1
29.7.123,28.7.122,1
29.8.124,28.8.123,1
29.9.125,28.9.124,1
29.10.126,28.10.125,1
30.1.127,29.1.126,1
31.1.128,30.1.127,1
31.2.129,30.2.128,1
31.3.130,30.3.129,1
31.4.131,30.4.130,1
31.5.132,30.5.131,1
31.6.133,30.6.132,1
31.7.134,30.7.133,1
31.8.135,30.8.134,1
31.9.136,30.9.135,1
31.10.137,30.10.136,1
31.11.138,30.11.137,1
