_,4.2.9,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,3.1.7,1
4.1.8,4.1.8,0.6793689
5.1.9,5.1.10,1
6.1.10,6.1.11,0.96769905
7.1.11,7.1.12,1
7.2.12,7.2.13,1
8.1.13,8.1.14,1
9.1.14,9.1.15,0.9829099
10.1.15,10.1.16,1
10.2.16,10.2.17,1
11.1.17,11.1.18,1
12.1.18,12.1.19,0.98159474
13.1.19,13.1.20,1
14.1.20,14.1.21,1
15.1.21,15.1.22,0.9821429
16.1.22,16.1.23,1
16.2.23,16.2.24,1
17.1.24,17.1.25,0.9862039
18.1.25,18.1.26,1
18.2.26,18.2.27,1
19.1.27,19.1.28,1
20.1.28,20.1.29,0.9617872
21.1.29,_,0
21.2.30,21.1.30,1
21.3.31,21.2.31,1
21.4.32,21.3.32,1
21.5.33,21.4.33,1
21.6.34,21.5.34,1
21.7.35,_,0
22.1.36,22.1.35,0.9363174
23.1.37,_,0
23.2.38,23.1.36,1
23.3.39,23.2.37,1
23.4.40,23.3.38,1
23.5.41,23.4.39,1
23.6.42,_,0
24.1.43,24.1.40,1
25.1.44,25.1.41,1
26.1.45,26.1.42,1
27.1.46,27.1.43,1
27.2.47,27.2.44,1
27.3.48,27.3.45,0.99464285
28.1.49,28.1.46,1
29.1.50,29.1.47,1
29.2.51,29.2.48,1
30.1.52,30.1.49,1
31.1.53,31.1.50,1
32.1.54,32.1.51,1
33.1.55,33.1.52,1
34.1.56,34.1.53,1
35.1.57,35.1.54,1
35.2.58,35.2.55,1
36.1.59,36.1.56,1
36.2.60,36.2.57,1
36.3.61,36.3.58,1
37.1.62,37.1.59,1
37.2.63,37.2.60,1
37.3.64,37.3.61,1
38.1.65,38.1.62,1
38.2.66,38.2.63,1
38.3.67,38.3.64,1
39.1.68,39.1.65,1
39.2.69,39.2.66,1
39.3.70,39.3.67,1
40.1.71,40.1.68,1
40.2.72,40.2.69,1
40.3.73,40.3.70,1
41.1.74,41.1.71,1
41.2.75,41.2.72,1
41.3.76,41.3.73,1
42.1.77,42.1.74,1
42.2.78,42.2.75,1
42.3.79,42.3.76,1
42.4.80,42.4.77,1
42.5.81,42.5.78,1
42.6.82,42.6.79,1
43.1.83,43.1.80,0.99642146
44.1.84,44.1.81,1
44.2.85,44.2.82,1
44.3.86,44.3.83,1
44.4.87,44.4.84,1
44.5.88,44.5.85,1
44.6.89,44.6.86,1
45.1.90,45.1.87,1
46.1.91,46.1.88,0.98378384
47.1.92,47.1.89,1
47.2.93,47.2.90,1
47.3.94,47.3.91,1
47.4.95,47.4.92,1
48.1.96,48.1.93,1
49.1.97,49.1.94,0.90074444
49.2.98,49.2.95,0.9484066
49.3.99,49.3.96,0.97121894
50.1.100,50.1.97,1
51.1.101,51.1.98,1
52.1.102,52.1.99,1
53.1.103,53.1.100,1
54.1.104,54.1.101,1
55.1.105,55.1.102,1
56.1.106,56.1.103,1
57.1.107,57.1.104,1
58.1.108,58.1.105,1
59.1.109,59.1.106,1
60.1.110,60.1.107,1
61.1.111,61.1.108,0.98461545
62.1.112,62.1.109,1
62.2.113,62.2.110,1
62.3.114,62.3.111,1
62.4.115,62.4.112,1
63.1.116,63.1.113,1
64.1.117,64.1.114,1
65.1.118,65.1.115,1
66.1.119,66.1.116,1
67.1.120,67.1.117,1
68.1.121,68.1.118,1
69.1.122,69.1.119,1
70.1.123,70.1.120,1
71.1.124,71.1.121,1
72.1.125,72.1.122,0.9959732
