1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
6.1.6,5.1.5,1
7.1.7,6.1.6,1
8.1.8,7.1.7,1
8.2.9,7.2.8,1
8.3.10,7.3.9,1
9.1.11,8.1.10,1
10.1.12,9.1.11,1
10.2.13,9.2.12,1
10.3.14,9.3.13,1
10.4.15,9.4.14,1
11.1.16,10.1.15,1
11.2.17,10.2.16,1
11.3.18,10.3.17,1
11.4.19,10.4.18,1
11.5.20,10.5.19,1
11.6.21,10.6.20,1
12.1.22,11.1.21,1
13.1.23,12.1.22,1
14.1.24,13.1.23,1
15.1.25,14.1.24,1
15.2.26,14.2.25,1
15.3.27,14.3.26,1
16.1.28,15.1.27,1
17.1.29,16.1.28,1
18.1.30,17.1.29,1
19.1.31,18.1.30,1
20.1.32,19.1.31,1
21.1.33,20.1.32,1
22.1.34,21.1.33,1
23.1.35,22.1.34,1
24.1.36,23.1.35,1
25.1.37,24.1.36,1
26.1.38,25.1.37,1
27.1.39,26.1.38,1
28.1.40,27.1.39,1
29.1.41,28.1.40,1
29.2.42,28.2.41,1
29.3.43,28.3.42,1
29.4.44,28.4.43,1
29.5.45,28.5.44,1
29.6.46,28.6.45,1
29.7.47,28.7.46,1
30.1.48,29.1.47,1
31.1.49,30.1.48,1
32.1.50,31.1.49,1
33.1.51,32.1.50,1
33.2.52,32.2.51,1
33.3.53,32.3.52,1
34.1.54,33.1.53,1
35.1.55,34.1.54,1
35.2.56,34.2.55,1
35.3.57,34.3.56,1
36.1.58,35.1.57,1
36.2.59,35.2.58,1
36.3.60,35.3.59,1
37.1.61,36.1.60,1
37.2.62,36.2.61,1
38.1.63,37.1.62,1
39.1.64,38.1.63,1
40.1.65,39.1.64,1
41.1.66,40.1.65,1
42.1.67,41.1.66,1
43.1.68,42.1.67,1
43.2.69,42.2.68,1
43.3.70,42.3.69,1
44.1.71,43.1.70,1
44.2.72,43.2.71,1
44.3.73,43.3.72,1
45.1.74,44.1.73,1
46.1.75,45.1.74,1
47.1.76,46.1.75,1
47.2.77,46.2.76,1
47.3.78,46.3.77,1
47.4.79,46.4.78,1
47.5.80,46.5.79,1
47.6.81,46.6.80,1
47.7.82,46.7.81,1
47.8.83,46.8.82,1
47.9.84,46.9.83,1
47.10.85,46.10.84,1
48.1.86,47.1.85,1
49.1.87,48.1.86,1
