_,4.1.8,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,3.1.7,1
4.1.8,4.2.9,1
4.2.9,4.3.10,1
5.1.10,5.1.11,1
5.2.11,5.2.12,1
5.3.12,5.3.13,1
5.4.13,5.4.14,1
5.5.14,5.5.15,1
5.6.15,5.6.16,1
5.7.16,5.7.17,1
6.1.17,6.1.18,0.97547954
6.2.18,6.2.19,0.98686945
6.3.19,6.3.20,0.9874871
6.4.20,6.4.21,1
6.5.21,6.5.22,1
6.6.22,6.6.23,1
6.7.23,6.7.24,1
7.1.24,7.1.25,0.98333335
7.2.25,7.2.26,1
7.3.26,7.3.27,1
8.1.27,8.1.28,1
8.2.28,8.2.29,1
9.1.29,9.1.30,1
10.1.30,10.1.31,1
10.2.31,10.2.32,1
10.3.32,10.3.33,1
11.1.33,11.1.34,1
11.2.34,11.2.35,1
12.1.35,12.1.36,1
13.1.36,13.1.37,1
13.2.37,13.2.38,1
14.1.38,14.1.39,1
15.1.39,15.1.40,0.98163176
15.2.40,15.2.41,0.96571434
15.3.41,15.3.42,1
15.4.42,15.4.43,1
15.5.43,15.5.44,0.9872873
15.6.44,15.6.45,1
15.7.45,15.7.46,1
15.8.46,15.8.47,1
15.9.47,15.9.48,1
16.1.48,16.1.49,0.97480524
16.2.49,16.2.50,0.96211845
16.3.50,16.3.51,0.974853
16.4.51,16.4.52,0.9675623
16.5.52,16.5.53,1
17.1.53,17.1.54,1
18.1.54,18.1.55,1
18.2.55,18.2.56,1
18.3.56,18.3.57,1
19.1.57,19.1.58,1
