_,5.1.7,0
_,9.2.12,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
3.2.4,3.2.4,1
3.3.5,3.3.5,1
4.1.6,8.1.10,0.724671
5.1.7,7.1.9,0.7572512
6.1.8,4.1.6,1
7.1.9,_,0
7.2.10,_,0
7.3.11,_,0
8.1.12,6.1.8,1
9.1.13,9.1.11,0.5941134
9.2.14,_,0
10.1.15,10.1.13,0.8050505
11.1.16,_,0
11.2.17,_,0
11.3.18,11.1.14,0.58835113
12.1.19,12.1.15,0.7549708
12.2.20,_,0
12.3.21,12.3.17,0.6399288
12.4.22,_,0
12.5.23,12.5.19,0.68814707
12.6.24,12.6.20,0.47041273
12.7.25,_,0
12.8.26,_,0
13.1.27,_,0
14.1.28,_,0
15.1.29,_,0
15.2.30,_,0
15.3.31,_,0
15.4.32,_,0
15.5.33,_,0
15.6.34,_,0
16.1.35,_,0
17.1.36,_,0
18.1.37,_,0
18.2.38,12.2.16,1
18.3.39,_,0
19.1.40,_,0
20.1.41,_,0
20.2.42,_,0
20.3.43,_,0
21.1.44,_,0
22.1.45,_,0
22.2.46,12.4.18,1
22.3.47,_,0
22.4.48,_,0
22.5.49,_,0
23.1.50,_,0
23.2.51,_,0
23.3.52,_,0
24.1.53,_,0
25.1.54,_,0
25.2.55,_,0
26.1.56,_,0
27.1.57,_,0
27.2.58,_,0
28.1.59,_,0
29.1.60,_,0
30.1.61,_,0
31.1.62,_,0
