_,3.1.3,0
_,4.1.4,0
1.1.1,1.1.1,1
2.1.2,2.1.2,0.48582533
3.1.3,_,0
4.1.4,_,0
4.2.5,_,0
4.3.6,_,0
4.4.7,_,0
4.5.8,_,0
5.1.9,_,0
5.2.10,_,0
6.1.11,_,0
6.2.12,_,0
7.1.13,_,0
8.1.14,_,0
9.1.15,_,0
9.2.16,_,0
9.3.17,_,0
10.1.18,_,0
11.1.19,_,0
11.2.20,_,0
11.3.21,_,0
12.1.22,_,0
13.1.23,_,0
14.1.24,_,0
14.2.25,_,0
14.3.26,_,0
15.1.27,_,0
16.1.28,_,0
17.1.29,_,0
18.1.30,_,0
18.2.31,_,0
18.3.32,_,0
19.1.33,_,0
20.1.34,_,0
21.1.35,_,0
21.2.36,_,0
21.3.37,_,0
22.1.38,_,0
22.2.39,_,0
22.3.40,_,0
22.4.41,_,0
22.5.42,_,0
22.6.43,_,0
23.1.44,_,0
24.1.45,_,0
24.2.46,_,0
24.3.47,_,0
25.1.48,_,0
25.2.49,_,0
25.3.50,_,0
26.1.51,_,0
26.2.52,_,0
26.3.53,_,0
