_,16.1.30,0
_,16.2.31,0
_,16.3.32,0
_,16.4.33,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,3.1.7,1
4.1.8,4.1.8,1
4.2.9,4.2.9,1
4.3.10,4.3.10,1
4.4.11,4.4.11,1
5.1.12,5.1.12,1
6.1.13,_,0
7.1.14,6.1.13,0.91625357
8.1.15,7.1.14,1
8.2.16,7.2.15,1
8.3.17,7.3.16,1
8.4.18,7.4.17,1
8.5.19,7.5.18,1
9.1.20,8.1.19,1
10.1.21,9.1.20,1
10.2.22,9.2.21,1
11.1.23,10.1.22,1
11.2.24,10.2.23,1
12.1.25,11.1.24,1
12.2.26,11.2.25,1
13.1.27,12.1.26,1
14.1.28,13.1.27,1
15.1.29,14.1.28,1
16.1.30,15.1.29,1
17.1.31,17.1.34,1
18.1.32,18.1.35,1
19.1.33,19.1.36,1
19.2.34,19.2.37,1
20.1.35,20.1.38,1
20.2.36,20.2.39,1
21.1.37,21.1.40,1
21.2.38,21.2.41,1
21.3.39,21.4.43,1
21.4.40,21.5.44,1
21.5.41,21.6.45,1
21.6.42,21.3.42,0.8116645
21.7.43,21.7.46,1
22.1.44,22.1.47,1
22.2.45,22.2.48,1
22.3.46,22.3.49,1
22.4.47,22.4.50,1
22.5.48,22.5.51,1
22.6.49,22.6.52,1
22.7.50,22.7.53,1
22.8.51,22.8.54,1
22.9.52,22.9.55,1
22.10.53,22.10.56,1
23.1.54,23.1.57,1
24.1.55,24.1.58,1
25.1.56,25.1.59,0.9251889
26.1.57,26.1.60,1
27.1.58,_,0
28.1.59,_,0
28.2.60,_,0
28.3.61,_,0
28.4.62,_,0
28.5.63,_,0
29.1.64,_,0
30.1.65,_,0
30.2.66,_,0
30.3.67,_,0
30.4.68,_,0
30.5.69,_,0
30.6.70,_,0
30.7.71,_,0
30.8.72,_,0
30.9.73,_,0
30.10.74,_,0
30.11.75,_,0
30.12.76,_,0
30.13.77,_,0
30.14.78,_,0
30.15.79,_,0
30.16.80,_,0
30.17.81,_,0
30.18.82,_,0
30.19.83,_,0
31.1.84,_,0
32.1.85,_,0
33.1.86,_,0
34.1.87,_,0
34.2.88,_,0
35.1.89,_,0
36.1.90,_,0
37.1.91,_,0
37.2.92,_,0
37.3.93,_,0
37.4.94,_,0
37.5.95,_,0
38.1.96,_,0
39.1.97,_,0
40.1.98,_,0
41.1.99,_,0
42.1.100,_,0
43.1.101,_,0
44.1.102,_,0
45.1.103,_,0
46.1.104,_,0
47.1.105,_,0
48.1.106,_,0
49.1.107,_,0
49.2.108,_,0
49.3.109,_,0
50.1.110,_,0
51.1.111,_,0
52.1.112,_,0
52.2.113,_,0
53.1.114,_,0
54.1.115,_,0
55.1.116,_,0
56.1.117,_,0
57.1.118,_,0
57.2.119,_,0
58.1.120,_,0
59.1.121,_,0
60.1.122,_,0
60.2.123,_,0
61.1.124,_,0
