1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
6.1.6,5.1.5,1
6.2.7,5.2.6,1
6.3.8,5.3.7,1
7.1.9,6.1.8,1
7.2.10,6.2.9,1
8.1.11,7.1.10,1
8.2.12,7.2.11,1
8.3.13,7.3.12,1
9.1.14,8.1.13,1
9.2.15,8.2.14,1
9.3.16,8.3.15,1
9.4.17,8.4.16,1
9.5.18,8.5.17,1
9.6.19,8.6.18,1
9.7.20,8.7.19,1
9.8.21,8.8.20,1
9.9.22,8.9.21,1
9.10.23,8.10.22,1
9.11.24,8.11.23,1
9.12.25,8.12.24,1
10.1.26,9.1.25,1
11.1.27,10.1.26,1
11.2.28,10.2.27,1
11.3.29,10.3.28,1
12.1.30,11.1.29,1
13.1.31,12.1.30,1
14.1.32,13.1.31,1
14.2.33,13.2.32,1
14.3.34,13.3.33,1
14.4.35,13.4.34,1
14.5.36,13.5.35,1
15.1.37,14.1.36,1
16.1.38,15.1.37,1
17.1.39,16.1.38,1
17.2.40,16.2.39,1
18.1.41,17.1.40,1
19.1.42,18.1.41,1
19.2.43,18.2.42,1
19.3.44,18.3.43,1
19.4.45,18.4.44,1
19.5.46,18.5.45,1
19.6.47,18.6.46,1
19.7.48,18.7.47,1
20.1.49,19.1.48,1
21.1.50,20.1.49,1
21.2.51,20.2.50,1
21.3.52,20.3.51,1
21.4.53,20.4.52,1
21.5.54,20.5.53,1
21.6.55,20.6.54,1
21.7.56,20.7.55,1
22.1.57,21.1.56,1
23.1.58,22.1.57,1
24.1.59,23.1.58,1
24.2.60,23.2.59,1
24.3.61,23.3.60,1
24.4.62,23.4.61,1
24.5.63,23.5.62,1
25.1.64,24.1.63,1
26.1.65,25.1.64,1
27.1.66,26.1.65,1
27.2.67,26.2.66,1
27.3.68,26.3.67,1
27.4.69,26.4.68,1
27.5.70,26.5.69,1
27.6.71,26.6.70,1
27.7.72,26.7.71,1
28.1.73,27.1.72,1
29.1.74,28.1.73,1
29.2.75,28.2.74,1
29.3.76,28.3.75,1
30.1.77,29.1.76,1
31.1.78,30.1.77,1
31.2.79,30.2.78,1
31.3.80,30.3.79,1
31.4.81,30.4.80,1
31.5.82,30.5.81,1
31.6.83,30.6.82,1
31.7.84,30.7.83,1
31.8.85,30.8.84,1
31.9.86,30.9.85,1
32.1.87,31.1.86,1
33.1.88,32.1.87,1
33.2.89,32.2.88,1
33.3.90,32.3.89,1
34.1.91,33.1.90,1
34.2.92,33.2.91,1
34.3.93,33.3.92,1
34.4.94,33.4.93,1
34.5.95,33.5.94,1
34.6.96,33.6.95,1
34.7.97,33.7.96,1
34.8.98,33.8.97,1
34.9.99,33.9.98,1
34.10.100,33.10.99,1
34.11.101,33.11.100,1
34.12.102,33.12.101,1
34.13.103,33.13.102,1
34.14.104,33.14.103,1
34.15.105,33.15.104,1
34.16.106,33.16.105,1
35.1.107,34.1.106,1
36.1.108,35.1.107,1
37.1.109,36.1.108,1
37.2.110,36.2.109,1
38.1.111,37.1.110,1
38.2.112,37.2.111,1
38.3.113,37.3.112,1
38.4.114,37.4.113,1
38.5.115,37.5.114,1
38.6.116,37.6.115,1
38.7.117,37.7.116,1
38.8.118,37.8.117,1
39.1.119,38.1.118,1
