_,4.1.4,0
_,5.1.5,0
_,5.2.6,0
_,5.3.7,0
1.1.1,1.1.1,0.6745366
2.1.2,2.1.2,1
3.1.3,_,0
4.1.4,_,0
5.1.5,_,0
6.1.6,_,0
7.1.7,_,0
7.2.8,_,0
7.3.9,_,0
8.1.10,_,0
9.1.11,_,0
9.2.12,_,0
9.3.13,_,0
9.4.14,_,0
10.1.15,_,0
11.1.16,_,0
12.1.17,_,0
12.2.18,_,0
13.1.19,_,0
14.1.20,_,0
15.1.21,3.1.3,1
16.1.22,6.1.8,1
17.1.23,7.1.9,1
17.2.24,7.2.10,1
17.3.25,7.3.11,1
17.4.26,7.4.12,1
18.1.27,8.1.13,1
19.1.28,9.1.14,1
19.2.29,9.2.15,1
19.3.30,9.3.16,1
20.1.31,10.1.17,1
21.1.32,11.1.18,0.9005774
21.2.33,11.2.19,1
21.3.34,11.3.20,0.9299355
21.4.35,11.4.21,1
21.5.36,11.5.22,0.9157605
21.6.37,11.6.23,1
21.7.38,11.7.24,0.96198523
21.8.39,11.8.25,1
21.9.40,11.9.26,1
22.1.41,12.1.27,1
23.1.42,13.1.28,1
24.1.43,14.1.29,1
25.1.44,15.1.30,1
26.1.45,16.1.31,1
27.1.46,17.1.32,1
28.1.47,18.1.33,1
29.1.48,19.1.34,1
29.2.49,19.2.35,1
29.3.50,19.3.36,1
29.4.51,19.4.37,1
30.1.52,20.1.38,1
30.2.53,20.2.39,1
30.3.54,20.3.40,1
30.4.55,20.4.41,1
30.5.56,20.5.42,1
30.6.57,20.6.43,1
31.1.58,21.1.44,1
32.1.59,22.1.45,0.98174906
33.1.60,23.1.46,1
34.1.61,24.1.47,1
35.1.62,25.1.48,1
35.2.63,25.2.49,1
35.3.64,25.3.50,1
35.4.65,25.4.51,1
35.5.66,25.5.52,1
35.6.67,25.6.53,1
35.7.68,25.7.54,1
35.8.69,25.8.55,1
35.9.70,25.9.56,1
35.10.71,25.10.57,1
35.11.72,25.11.58,1
35.12.73,25.12.59,1
35.13.74,25.13.60,1
35.14.75,25.14.61,1
35.15.76,25.15.62,1
35.16.77,25.16.63,1
35.17.78,25.17.64,1
35.18.79,25.18.65,1
35.19.80,25.19.66,1
35.20.81,25.20.67,1
35.21.82,25.21.68,1
36.1.83,26.1.69,0.8832072
36.2.84,26.2.70,1
36.3.85,26.3.71,1
37.1.86,27.1.72,1
38.1.87,28.1.73,0.89157087
39.1.88,29.1.74,0.9132271
40.1.89,30.1.75,1
41.1.90,31.1.76,1
42.1.91,32.1.77,1
42.2.92,32.2.78,1
42.3.93,32.3.79,1
42.4.94,32.4.80,1
42.5.95,32.5.81,1
42.6.96,32.6.82,1
43.1.97,33.1.83,1
44.1.98,34.1.84,1
44.2.99,34.2.85,1
44.3.100,34.3.86,1
44.4.101,34.4.87,1
44.5.102,34.5.88,1
44.6.103,34.6.89,1
45.1.104,35.1.90,1
46.1.105,36.1.91,1
47.1.106,37.1.92,1
47.2.107,37.2.93,1
47.3.108,37.3.94,1
47.4.109,37.4.95,1
47.5.110,37.5.96,1
47.6.111,37.6.97,1
47.7.112,37.7.98,1
48.1.113,38.1.99,1
49.1.114,39.1.100,1
49.2.115,39.2.101,1
49.3.116,39.3.102,1
49.4.117,39.4.103,1
49.5.118,39.5.104,1
49.6.119,39.6.105,1
49.7.120,39.7.106,1
49.8.121,39.8.107,1
49.9.122,39.9.108,1
49.10.123,39.10.109,1
49.11.124,39.11.110,1
49.12.125,39.12.111,1
49.13.126,39.13.112,1
49.14.127,39.14.113,1
49.15.128,39.15.114,1
49.16.129,39.16.115,1
49.17.130,39.17.116,1
49.18.131,39.18.117,1
49.19.132,39.19.118,1
49.20.133,39.20.119,1
49.21.134,39.21.120,1
49.22.135,39.22.121,1
50.1.136,40.1.122,1
51.1.137,41.1.123,1
52.1.138,42.1.124,1
53.1.139,43.1.125,1
53.2.140,43.2.126,1
53.3.141,43.3.127,1
54.1.142,44.1.128,1
54.2.143,44.2.129,0.764977
54.3.144,44.3.130,0.75661385
54.4.145,44.4.131,1
54.5.146,44.5.132,1
54.6.147,44.6.133,1
54.7.148,44.7.134,1
54.8.149,44.8.135,1
54.9.150,44.9.136,1
54.10.151,44.10.137,1
54.11.152,44.11.138,1
54.12.153,44.12.139,0.9516233
54.13.154,44.13.140,0.83953416
55.1.155,45.1.141,1
56.1.156,46.1.142,1
56.2.157,46.2.143,1
56.3.158,46.3.144,1
56.4.159,46.4.145,1
