_,3.1.3,0
1.1.1,1.1.1,1
2.1.2,2.1.2,0.6575718
3.1.3,_,0
3.2.4,_,0
3.3.5,_,0
3.4.6,_,0
3.5.7,_,0
4.1.8,_,0
5.1.9,_,0
6.1.10,_,0
6.2.11,_,0
6.3.12,_,0
6.4.13,_,0
6.5.14,_,0
6.6.15,_,0
6.7.16,_,0
6.8.17,_,0
6.9.18,_,0
6.10.19,_,0
7.1.20,_,0
7.2.21,_,0
7.3.22,_,0
7.4.23,_,0
7.5.24,_,0
7.6.25,_,0
7.7.26,_,0
7.8.27,_,0
7.9.28,_,0
7.10.29,_,0
7.11.30,_,0
7.12.31,_,0
7.13.32,_,0
8.1.33,_,0
9.1.34,_,0
9.2.35,_,0
9.3.36,_,0
9.4.37,_,0
10.1.38,_,0
11.1.39,_,0
11.2.40,_,0
11.3.41,_,0
11.4.42,_,0
11.5.43,_,0
11.6.44,_,0
11.7.45,_,0
11.8.46,_,0
11.9.47,_,0
11.10.48,_,0
11.11.49,_,0
11.12.50,_,0
11.13.51,_,0
11.14.52,_,0
11.15.53,_,0
11.16.54,_,0
11.17.55,_,0
11.18.56,_,0
11.19.57,_,0
11.20.58,_,0
11.21.59,_,0
11.22.60,_,0
11.23.61,_,0
11.24.62,_,0
11.25.63,_,0
11.26.64,_,0
11.27.65,_,0
11.28.66,_,0
12.1.67,_,0
13.1.68,_,0
14.1.69,_,0
14.2.70,_,0
14.3.71,_,0
14.4.72,_,0
14.5.73,_,0
14.6.74,_,0
14.7.75,_,0
14.8.76,_,0
15.1.77,_,0
16.1.78,_,0
17.1.79,_,0
17.2.80,_,0
17.3.81,_,0
18.1.82,_,0
19.1.83,_,0
20.1.84,_,0
21.1.85,_,0
21.2.86,_,0
21.3.87,_,0
21.4.88,_,0
21.5.89,_,0
21.6.90,_,0
22.1.91,_,0
22.2.92,_,0
22.3.93,_,0
22.4.94,_,0
22.5.95,_,0
22.6.96,_,0
22.7.97,_,0
22.8.98,_,0
22.9.99,_,0
22.10.100,_,0
22.11.101,_,0
22.12.102,_,0
22.13.103,_,0
23.1.104,_,0
24.1.105,_,0
25.1.106,_,0
26.1.107,_,0
26.2.108,_,0
26.3.109,_,0
26.4.110,_,0
27.1.111,_,0
27.2.112,_,0
28.1.113,_,0
28.2.114,_,0
28.3.115,_,0
28.4.116,_,0
28.5.117,_,0
28.6.118,_,0
28.7.119,_,0
28.8.120,_,0
28.9.121,_,0
28.10.122,_,0
28.11.123,_,0
28.12.124,_,0
28.13.125,_,0
28.14.126,_,0
28.15.127,_,0
28.16.128,_,0
28.17.129,_,0
28.18.130,_,0
28.19.131,_,0
28.20.132,_,0
28.21.133,_,0
28.22.134,_,0
28.23.135,_,0
28.24.136,_,0
28.25.137,_,0
28.26.138,_,0
28.27.139,_,0
28.28.140,_,0
28.29.141,_,0
28.30.142,_,0
28.31.143,_,0
28.32.144,_,0
28.33.145,_,0
29.1.146,_,0
29.2.147,_,0
29.3.148,_,0
29.4.149,_,0
29.5.150,_,0
29.6.151,_,0
29.7.152,_,0
29.8.153,_,0
30.1.154,_,0
31.1.155,_,0
32.1.156,_,0
33.1.157,_,0
33.2.158,_,0
33.3.159,_,0
33.4.160,_,0
33.5.161,_,0
34.1.162,_,0
34.2.163,_,0
34.3.164,_,0
34.4.165,_,0
34.5.166,_,0
34.6.167,_,0
34.7.168,_,0
34.8.169,_,0
34.9.170,_,0
34.10.171,_,0
34.11.172,_,0
34.12.173,_,0
34.13.174,_,0
34.14.175,_,0
34.15.176,_,0
34.16.177,_,0
34.17.178,_,0
34.18.179,_,0
34.19.180,_,0
34.20.181,_,0
34.21.182,_,0
34.22.183,_,0
34.23.184,_,0
34.24.185,_,0
34.25.186,_,0
34.26.187,_,0
34.27.188,_,0
34.28.189,_,0
34.29.190,_,0
34.30.191,_,0
34.31.192,_,0
34.32.193,_,0
34.33.194,_,0
34.34.195,_,0
34.35.196,_,0
34.36.197,_,0
34.37.198,_,0
34.38.199,_,0
34.39.200,_,0
34.40.201,_,0
34.41.202,_,0
34.42.203,_,0
35.1.204,_,0
36.1.205,_,0
36.2.206,_,0
36.3.207,_,0
36.4.208,_,0
36.5.209,_,0
36.6.210,_,0
36.7.211,_,0
36.8.212,_,0
37.1.213,_,0
37.2.214,_,0
37.3.215,_,0
37.4.216,_,0
37.5.217,_,0
37.6.218,_,0
37.7.219,_,0
37.8.220,_,0
37.9.221,_,0
38.1.222,_,0
39.1.223,_,0
39.2.224,_,0
39.3.225,_,0
39.4.226,_,0
39.5.227,_,0
39.6.228,_,0
39.7.229,_,0
39.8.230,_,0
39.9.231,_,0
39.10.232,_,0
39.11.233,_,0
39.12.234,_,0
39.13.235,_,0
39.14.236,_,0
39.15.237,_,0
39.16.238,_,0
39.17.239,_,0
39.18.240,_,0
39.19.241,_,0
39.20.242,_,0
39.21.243,_,0
39.22.244,_,0
39.23.245,_,0
39.24.246,_,0
39.25.247,_,0
40.1.248,_,0
41.1.249,_,0
41.2.250,_,0
41.3.251,_,0
41.4.252,_,0
41.5.253,_,0
41.6.254,_,0
41.7.255,_,0
41.8.256,_,0
41.9.257,_,0
42.1.258,_,0
43.1.259,_,0
43.2.260,_,0
43.3.261,_,0
43.4.262,_,0
43.5.263,_,0
43.6.264,_,0
43.7.265,_,0
43.8.266,_,0
43.9.267,_,0
43.10.268,_,0
43.11.269,_,0
44.1.270,_,0
44.2.271,_,0
44.3.272,_,0
44.4.273,_,0
44.5.274,_,0
44.6.275,_,0
44.7.276,_,0
44.8.277,_,0
44.9.278,_,0
44.10.279,_,0
44.11.280,_,0
44.12.281,_,0
44.13.282,_,0
45.1.283,_,0
46.1.284,_,0
46.2.285,_,0
46.3.286,_,0
46.4.287,_,0
46.5.288,_,0
46.6.289,_,0
46.7.290,_,0
46.8.291,_,0
46.9.292,_,0
46.10.293,_,0
46.11.294,_,0
46.12.295,_,0
46.13.296,_,0
46.14.297,_,0
46.15.298,_,0
46.16.299,_,0
46.17.300,_,0
46.18.301,_,0
46.19.302,_,0
46.20.303,_,0
46.21.304,_,0
46.22.305,_,0
46.23.306,_,0
46.24.307,_,0
46.25.308,_,0
46.26.309,_,0
46.27.310,_,0
46.28.311,_,0
46.29.312,_,0
46.30.313,_,0
46.31.314,_,0
46.32.315,_,0
46.33.316,_,0
46.34.317,_,0
46.35.318,_,0
46.36.319,_,0
46.37.320,_,0
46.38.321,_,0
46.39.322,_,0
47.1.323,_,0
47.2.324,_,0
47.3.325,_,0
48.1.326,_,0
49.1.327,_,0
50.1.328,_,0
51.1.329,_,0
51.2.330,_,0
51.3.331,_,0
51.4.332,_,0
51.5.333,_,0
51.6.334,_,0
51.7.335,_,0
51.8.336,_,0
51.9.337,_,0
52.1.338,_,0
53.1.339,_,0
53.2.340,_,0
53.3.341,_,0
53.4.342,_,0
54.1.343,_,0
54.2.344,_,0
54.3.345,_,0
54.4.346,_,0
54.5.347,_,0
55.1.348,_,0
56.1.349,_,0
56.2.350,_,0
56.3.351,_,0
56.4.352,_,0
56.5.353,_,0
56.6.354,_,0
56.7.355,_,0
56.8.356,_,0
56.9.357,_,0
56.10.358,_,0
56.11.359,_,0
57.1.360,_,0
58.1.361,_,0
