_,4.1.6,0
_,5.1.7,0
_,6.1.8,0
_,7.1.9,0
_,8.1.10,0
_,9.1.11,0
_,10.1.12,0
1.1.1,1.1.1,1
2.1.2,3.1.3,1
2.2.3,3.2.4,1
2.3.4,3.3.5,1
3.1.5,2.1.2,0.73363066
4.1.6,_,0
5.1.7,_,0
5.2.8,_,0
5.3.9,_,0
6.1.10,_,0
6.2.11,_,0
6.3.12,_,0
6.4.13,_,0
6.5.14,_,0
6.6.15,_,0
6.7.16,_,0
6.8.17,_,0
6.9.18,_,0
6.10.19,_,0
6.11.20,_,0
6.12.21,_,0
6.13.22,_,0
6.14.23,_,0
6.15.24,_,0
7.1.25,_,0
8.1.26,_,0
8.2.27,_,0
9.1.28,_,0
10.1.29,_,0
10.2.30,_,0
10.3.31,_,0
10.4.32,_,0
10.5.33,_,0
10.6.34,_,0
10.7.35,_,0
10.8.36,_,0
10.9.37,_,0
10.10.38,_,0
10.11.39,_,0
11.1.40,_,0
12.1.41,_,0
13.1.42,_,0
13.2.43,_,0
13.3.44,_,0
13.4.45,_,0
13.5.46,_,0
13.6.47,_,0
13.7.48,_,0
13.8.49,_,0
13.9.50,_,0
14.1.51,_,0
14.2.52,_,0
15.1.53,_,0
16.1.54,_,0
16.2.55,_,0
16.3.56,_,0
16.4.57,_,0
16.5.58,_,0
16.6.59,_,0
16.7.60,_,0
17.1.61,_,0
18.1.62,_,0
18.2.63,_,0
18.3.64,_,0
18.4.65,_,0
18.5.66,_,0
19.1.67,_,0
20.1.68,_,0
21.1.69,_,0
21.2.70,_,0
21.3.71,_,0
22.1.72,_,0
23.1.73,_,0
23.2.74,_,0
23.3.75,_,0
24.1.76,_,0
25.1.77,_,0
26.1.78,_,0
