_,2.3.6,0
_,2.6.9,0
_,18.13.78,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
2.1.4,2.1.4,1
2.2.5,2.2.5,1
2.3.6,2.5.8,0.64597636
2.4.7,2.4.7,1
2.5.8,2.7.10,1
2.6.9,2.8.11,1
2.7.10,2.9.12,1
2.8.11,2.10.13,1
3.1.12,3.1.14,1
3.2.13,3.2.15,1
3.3.14,3.3.16,1
3.4.15,3.4.17,1
3.5.16,3.5.18,1
3.6.17,3.6.19,1
3.7.18,3.7.20,1
3.8.19,3.8.21,1
3.9.20,3.9.22,1
3.10.21,3.10.23,1
3.11.22,3.11.24,1
3.12.23,3.12.25,1
3.13.24,3.13.26,1
3.14.25,3.14.27,1
3.15.26,3.15.28,1
3.16.27,3.16.29,1
3.17.28,3.17.30,1
3.18.29,3.18.31,1
3.19.30,3.19.32,1
4.1.31,5.1.36,1
5.1.32,6.1.37,1
6.1.33,7.1.38,1
7.1.34,8.1.39,1
7.2.35,8.2.40,1
8.1.36,9.1.41,1
9.1.37,10.1.42,1
10.1.38,11.1.43,1
10.2.39,11.2.44,1
10.3.40,11.3.45,1
10.4.41,11.4.46,1
10.5.42,11.5.47,1
10.6.43,11.6.48,1
11.1.44,12.1.49,1
12.1.45,13.1.50,1
12.2.46,13.2.51,1
13.1.47,14.1.52,1
13.2.48,14.2.53,1
14.1.49,15.1.54,1
14.2.50,15.2.55,1
15.1.51,16.1.56,1
15.2.52,16.2.57,1
15.3.53,16.3.58,1
16.1.54,17.1.59,1
16.2.55,17.2.60,1
16.3.56,17.3.61,1
16.4.57,17.4.62,1
16.5.58,17.5.63,1
16.6.59,17.6.64,1
16.7.60,17.7.65,1
17.1.61,18.1.66,1
17.2.62,18.2.67,1
17.3.63,18.3.68,1
17.4.64,18.4.69,1
17.5.65,18.5.70,1
17.6.66,18.6.71,1
17.7.67,18.7.72,1
17.8.68,18.8.73,1
17.9.69,18.9.74,1
17.10.70,18.10.75,1
17.11.71,18.11.76,1
17.12.72,18.12.77,1
17.13.73,18.14.79,0.8453909
17.14.74,18.15.80,0.8787277
17.15.75,18.16.81,1
17.16.76,18.17.82,1
17.17.77,18.18.83,1
17.18.78,18.19.84,1
17.19.79,18.20.85,1
18.1.80,19.1.86,1
19.1.81,20.1.87,1
19.2.82,20.2.88,1
19.3.83,20.3.89,1
19.4.84,20.4.90,0.9551064
19.5.85,20.5.91,0.87535465
19.6.86,20.6.92,0.74358284
19.7.87,20.7.93,1
19.8.88,20.8.94,0.67445993
20.1.89,4.1.33,0.6583434
20.2.90,4.2.34,0.80203056
20.3.91,4.3.35,0.79920137
21.1.92,20.9.95,1
22.1.93,21.1.96,1
22.2.94,21.2.97,1
22.3.95,21.3.98,1
22.4.96,21.4.99,1
22.5.97,21.5.100,1
23.1.98,22.1.101,1
24.1.99,23.1.102,1
