_,3.2.4,0
_,16.1.24,0
_,28.1.42,0
_,29.1.43,0
_,30.1.44,0
_,31.1.45,0
_,31.2.46,0
_,31.3.47,0
_,32.1.48,0
_,33.1.49,0
_,33.2.50,0
_,34.1.51,0
_,35.1.52,0
_,36.1.53,0
_,37.1.54,0
_,38.1.55,0
_,65.1.141,0
_,66.1.142,0
_,74.1.150,0
_,75.1.151,0
_,76.1.152,0
_,77.1.153,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
3.2.4,_,0
3.3.5,3.3.5,1
4.1.6,4.1.6,1
4.2.7,4.2.7,1
5.1.8,5.1.8,1
5.2.9,5.2.9,1
6.1.10,6.1.10,1
7.1.11,7.1.11,1
8.1.12,8.1.12,1
9.1.13,9.1.13,1
10.1.14,10.1.14,1
10.2.15,10.2.15,1
10.3.16,10.3.16,1
10.4.17,10.4.17,1
11.1.18,11.1.18,1
11.2.19,11.2.19,1
12.1.20,12.1.20,1
13.1.21,13.1.21,1
14.1.22,14.1.22,1
15.1.23,_,0
15.2.24,_,0
16.1.25,15.1.23,1
17.1.26,17.1.25,1
18.1.27,18.1.26,1
19.1.28,19.1.27,1
20.1.29,20.1.28,1
21.1.30,21.1.29,1
22.1.31,22.1.30,1
23.1.32,23.1.31,1
23.2.33,23.2.32,1
23.3.34,23.3.33,1
23.4.35,23.4.34,1
23.5.36,23.5.35,1
23.6.37,23.6.36,1
24.1.38,24.1.37,1
24.2.39,24.2.38,1
25.1.40,25.1.39,1
26.1.41,26.1.40,1
27.1.42,27.1.41,1
28.1.43,39.1.56,1
29.1.44,40.1.57,1
29.2.45,40.2.58,1
29.3.46,40.3.59,1
29.4.47,40.4.60,1
29.5.48,40.5.61,1
30.1.49,41.1.62,1
30.2.50,41.2.63,1
30.3.51,41.3.64,1
31.1.52,42.1.65,1
32.1.53,43.1.66,1
32.2.54,43.2.67,1
32.3.55,43.3.68,1
32.4.56,43.4.69,1
33.1.57,44.1.70,1
34.1.58,45.1.71,1
35.1.59,46.1.72,1
35.2.60,46.2.73,1
35.3.61,46.3.74,1
35.4.62,46.4.75,1
35.5.63,46.5.76,1
35.6.64,46.6.77,1
35.7.65,46.7.78,1
35.8.66,46.8.79,1
35.9.67,46.9.80,1
35.10.68,46.10.81,1
35.11.69,46.11.82,1
35.12.70,46.12.83,1
35.13.71,46.13.84,1
35.14.72,46.14.85,1
35.15.73,46.15.86,1
35.16.74,46.16.87,1
35.17.75,46.17.88,1
35.18.76,46.18.89,1
36.1.77,47.1.90,1
36.2.78,47.2.91,1
36.3.79,47.3.92,1
36.4.80,47.4.93,1
36.5.81,47.5.94,1
36.6.82,47.6.95,1
36.7.83,47.7.96,1
36.8.84,47.8.97,1
36.9.85,47.9.98,1
36.10.86,47.10.99,1
36.11.87,47.11.100,1
36.12.88,47.12.101,1
36.13.89,47.13.102,1
36.14.90,47.14.103,1
36.15.91,47.15.104,1
37.1.92,48.1.105,1
37.2.93,48.2.106,1
37.3.94,48.3.107,1
37.4.95,48.4.108,1
37.5.96,48.5.109,1
37.6.97,48.6.110,1
37.7.98,48.7.111,1
37.8.99,48.8.112,1
37.9.100,48.9.113,1
37.10.101,48.10.114,1
37.11.102,48.11.115,1
37.12.103,48.12.116,1
37.13.104,48.13.117,1
37.14.105,48.14.118,1
37.15.106,48.15.119,1
37.16.107,48.16.120,1
37.17.108,48.17.121,1
37.18.109,48.18.122,1
37.19.110,48.19.123,1
37.20.111,48.20.124,1
38.1.112,49.1.125,1
39.1.113,50.1.126,1
40.1.114,59.1.135,0.5162791
40.1.114,60.1.136,0.6
41.1.115,54.1.130,0.6523253
43.1.116,57.1.133,1
45.1.117,62.1.138,1
47.1.118,68.1.144,1
49.1.119,56.1.132,0.6
51.1.120,70.1.146,1
53.1.121,69.1.145,0.45454547
55.1.122,64.1.140,0.5294118
57.1.123,55.1.131,0.6
59.1.124,67.1.143,0.6
61.1.125,72.1.148,1
63.1.126,63.1.139,0.6
65.1.127,73.1.149,1
67.1.128,53.1.129,0.6
67.1.128,51.1.127,0.45000002
69.1.129,69.1.145,0.6
71.1.130,59.1.135,0.6
73.1.131,58.1.134,0.6
73.1.131,67.1.143,0.45000002
75.1.132,52.1.128,0.4666667
77.1.133,71.1.147,0.6
79.1.134,61.1.137,0.6
81.1.135,51.1.127,0.6866026
83.1.136,52.1.128,0.6866026
83.1.136,53.1.129,0.4571429
85.1.137,78.1.154,1
