_,1.1.1,0
_,1.4.4,0
_,1.5.5,0
_,1.6.6,0
_,1.7.7,0
1.1.1,_,0
1.2.2,1.2.2,1
1.3.3,1.3.3,0.47523272
2.1.4,2.1.8,1
2.2.5,2.2.9,1
2.3.6,2.3.10,1
2.4.7,2.4.11,1
2.5.8,_,0
2.6.9,2.5.12,1
2.7.10,2.6.13,0.78138506
2.8.11,2.7.14,1
2.9.12,2.8.15,1
2.10.13,2.9.16,1
2.11.14,2.10.17,1
2.12.15,2.11.18,1
2.13.16,2.12.19,1
2.14.17,2.13.20,1
3.1.18,3.1.21,1
4.1.19,4.1.22,1
4.2.20,4.2.23,1
5.1.21,5.1.24,1
6.1.22,6.1.25,1
6.2.23,6.2.26,1
7.1.24,7.1.27,1
8.1.25,8.1.28,1
8.2.26,8.2.29,1
8.3.27,8.3.30,1
9.1.28,9.1.31,1
10.1.29,10.1.32,1
11.1.30,11.1.33,0.97310114
12.1.31,12.1.34,0.90902257
12.2.32,12.2.35,1
12.3.33,12.3.36,1
13.1.34,13.1.37,1
14.1.35,14.1.38,1
14.2.36,14.2.39,1
15.1.37,15.1.40,1
16.1.38,16.1.41,1
16.2.39,16.2.42,1
17.1.40,17.1.43,1
18.1.41,18.1.44,1
19.1.42,19.1.45,0.9886793
20.1.43,20.1.46,1
20.2.44,20.2.47,1
20.3.45,20.3.48,1
20.4.46,20.4.49,1
20.5.47,20.5.50,1
20.6.48,20.6.51,1
20.7.49,20.7.52,1
21.1.50,21.1.53,1
22.1.51,22.1.54,0.9454546
23.1.52,23.1.55,1
24.1.53,24.1.56,1
24.2.54,24.2.57,1
24.3.55,24.3.58,1
25.1.56,25.1.59,1
26.1.57,26.1.60,1
26.2.58,26.2.61,0.90523815
26.3.59,26.3.62,1
26.4.60,26.4.63,1
27.1.61,27.1.64,1
28.1.62,28.1.65,0.92727274
28.1.62,22.1.54,0.69218934
28.2.63,28.2.66,0.9354878
28.3.64,28.3.67,1
28.4.65,28.4.68,1
29.1.66,29.1.69,1
30.1.67,30.1.70,0.93881536
30.2.68,30.2.71,1
31.1.69,31.1.72,1
32.1.70,32.1.73,1
32.2.71,32.2.74,1
32.3.72,32.3.75,1
33.1.73,33.1.76,1
34.1.74,34.1.77,1
34.2.75,34.2.78,1
34.3.76,34.3.79,1
34.4.77,34.4.80,1
34.5.78,34.5.81,1
35.1.79,35.1.82,1
36.1.80,36.1.83,1
36.2.81,36.2.84,1
36.3.82,36.3.85,1
37.1.83,37.1.86,1
38.1.84,38.1.87,1
38.2.85,38.2.88,1
38.3.86,38.3.89,1
38.4.87,38.4.90,1
38.5.88,38.5.91,1
39.1.89,39.1.92,1
40.1.90,40.1.93,1
40.2.91,40.2.94,1
40.3.92,40.3.95,1
40.4.93,40.4.96,1
40.5.94,40.5.97,1
41.1.95,41.1.98,1
42.1.96,42.1.99,1
43.1.97,43.1.100,1
44.1.98,44.1.101,1
44.2.99,44.2.102,1
45.1.100,45.1.103,1
46.1.101,46.1.104,1
46.2.102,46.2.105,1
47.1.103,47.1.106,1
48.1.104,48.1.107,1
48.2.105,48.2.108,1
48.3.106,48.3.109,1
48.4.107,48.4.110,1
48.5.108,48.5.111,1
49.1.109,49.1.112,1
50.1.110,50.1.113,1
51.1.111,51.1.114,1
52.1.112,52.1.115,1
53.1.113,53.1.116,1
54.1.114,54.1.117,1
55.1.115,55.1.118,1
56.1.116,56.1.119,1
56.2.117,56.2.120,1
57.1.118,57.1.121,1
58.1.119,58.1.122,1
58.2.120,58.2.123,1
59.1.121,59.1.124,1
60.1.122,60.1.125,1
61.1.123,61.1.126,1
62.1.124,62.1.127,1
62.2.125,62.2.128,1
62.3.126,62.3.129,1
62.4.127,62.4.130,1
62.5.128,62.5.131,1
63.1.129,63.1.132,0.99230766
64.1.130,64.1.133,1
64.2.131,64.2.134,1
64.3.132,64.3.135,1
64.4.133,64.4.136,1
64.5.134,64.5.137,1
64.6.135,64.6.138,1
64.7.136,64.7.139,1
65.1.137,65.1.140,1
66.1.138,66.1.141,1
67.1.139,67.1.142,1
68.1.140,68.1.143,1
68.2.141,68.2.144,1
68.3.142,68.3.145,1
68.4.143,68.4.146,1
70.1.144,70.1.147,1
71.1.145,71.1.148,1
72.1.146,72.1.149,1
73.1.147,73.1.150,1
74.1.148,74.1.151,1
74.2.149,74.2.152,1
74.3.150,74.3.153,1
75.1.151,75.1.154,1
76.1.152,76.1.155,1
77.1.153,77.1.156,1
78.1.154,78.1.157,1
78.2.155,78.2.158,1
78.3.156,78.3.159,1
78.4.157,78.4.160,1
79.1.158,79.1.161,1
80.1.159,80.1.162,1
80.2.160,80.2.163,1
81.1.161,81.1.164,1
82.1.162,82.1.165,1
83.1.163,83.1.166,1
83.2.164,83.2.167,1
83.3.165,83.3.168,1
84.1.166,84.1.169,1
85.1.167,85.1.170,1
