_,2.5.12,0
_,3.1.21,0
_,3.2.22,0
_,3.3.23,0
_,3.4.24,0
_,3.5.25,0
_,3.6.26,0
_,3.7.27,0
_,3.8.28,0
_,3.9.29,0
_,3.10.30,0
_,3.11.31,0
_,5.1.37,0
_,7.1.48,0
_,9.1.61,0
_,9.2.62,0
_,9.3.63,0
_,11.1.74,0
_,11.2.75,0
_,11.3.76,0
_,13.1.85,0
_,13.2.86,0
_,13.3.87,0
_,17.1.101,0
_,19.1.126,0
_,20.2.128,0
_,21.1.129,0
_,23.1.133,0
_,24.2.135,0
_,25.1.136,0
_,26.1.137,0
_,26.2.138,0
_,26.3.139,0
_,27.1.140,0
_,28.9.149,0
_,29.1.150,0
_,29.2.151,0
_,29.3.152,0
_,30.3.155,0
_,31.1.156,0
_,31.2.157,0
_,31.3.158,0
_,33.1.161,0
_,34.1.162,0
_,35.1.163,0
_,35.2.164,0
_,35.3.165,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
1.6.6,1.6.6,1
1.7.7,1.7.7,1
2.1.8,2.1.8,1
2.2.9,2.2.9,1
2.3.10,2.3.10,1
2.4.11,2.4.11,1
2.5.12,2.6.13,1
2.6.13,2.7.14,1
2.7.14,2.8.15,1
2.8.15,2.9.16,1
2.9.16,2.10.17,1
2.10.17,2.11.18,1
2.11.18,2.12.19,1
2.12.19,_,0
2.13.20,_,0
2.14.21,2.13.20,1
3.1.22,_,0
4.1.23,4.1.32,1
4.2.24,4.2.33,1
4.3.25,4.3.34,1
4.4.26,4.4.35,1
4.5.27,4.5.36,1
5.1.28,6.1.38,1
5.2.29,6.2.39,1
5.3.30,6.3.40,1
5.4.31,6.4.41,1
5.5.32,6.5.42,1
5.6.33,6.6.43,1
5.7.34,6.7.44,1
5.8.35,6.8.45,1
5.9.36,6.9.46,1
5.10.37,6.10.47,1
6.1.38,8.1.49,1
6.2.39,8.2.50,1
6.3.40,8.3.51,1
6.4.41,8.4.52,1
6.5.42,8.5.53,1
6.6.43,8.6.54,1
6.7.44,8.7.55,1
6.8.45,8.8.56,1
6.9.46,8.9.57,1
6.10.47,8.10.58,1
6.11.48,8.11.59,1
6.12.49,8.12.60,1
7.1.50,10.1.64,1
7.2.51,10.2.65,1
7.3.52,10.3.66,1
7.4.53,10.4.67,1
7.5.54,10.5.68,1
7.6.55,10.6.69,1
7.7.56,10.7.70,1
7.8.57,10.8.71,1
7.9.58,10.9.72,1
7.10.59,10.10.73,1
8.1.60,12.1.77,1
8.2.61,12.2.78,1
8.3.62,12.3.79,1
8.4.63,12.4.80,1
8.5.64,12.5.81,1
8.6.65,12.6.82,1
8.7.66,12.7.83,1
8.8.67,12.8.84,1
9.1.68,14.1.88,1
9.2.69,14.2.89,1
9.3.70,14.3.90,1
9.4.71,14.4.91,1
9.5.72,14.5.92,1
10.1.73,16.1.93,1
10.2.74,16.2.94,1
10.3.75,16.3.95,1
10.4.76,16.4.96,1
10.5.77,16.5.97,1
10.6.78,16.6.98,1
10.7.79,16.7.99,1
10.8.80,16.8.100,1
11.1.81,18.1.102,1
11.2.82,18.2.103,1
11.3.83,18.3.104,1
11.4.84,18.4.105,1
11.5.85,18.5.106,1
11.6.86,18.6.107,1
11.7.87,18.7.108,1
11.8.88,18.8.109,1
11.9.89,18.9.110,1
11.10.90,18.10.111,1
11.11.91,18.11.112,1
11.12.92,18.12.113,1
11.13.93,18.13.114,1
11.14.94,18.14.115,1
11.15.95,18.15.116,1
11.16.96,18.16.117,1
11.17.97,18.17.118,1
11.18.98,18.18.119,1
11.19.99,18.19.120,1
11.20.100,18.20.121,1
11.21.101,18.21.122,1
11.22.102,18.22.123,1
11.23.103,18.23.124,1
11.24.104,18.24.125,1
12.1.105,20.1.127,1
12.2.106,_,0
13.1.107,22.1.130,1
13.2.108,22.2.131,1
13.3.109,22.3.132,1
14.1.110,24.1.134,0.65874875
14.2.111,_,0
15.1.112,28.1.141,0.59750676
15.2.113,_,0
15.3.114,28.2.142,1
15.4.115,28.3.143,1
15.5.116,28.4.144,1
15.6.117,28.5.145,1
15.7.118,28.6.146,1
15.8.119,28.7.147,1
15.9.120,28.8.148,0.45630845
16.1.121,30.1.153,1
16.2.122,30.2.154,1
16.3.123,_,0
17.1.124,32.1.159,1
17.2.125,32.2.160,1
