_,2.6.9,0
_,36.4.93,0
_,40.1.109,0
_,41.8.117,0
_,42.4.122,0
_,42.5.123,0
_,49.1.131,0
_,58.2.142,0
_,64.1.154,0
_,67.8.172,0
_,68.4.177,0
_,68.5.178,0
_,80.2.194,0
_,81.2.196,0
_,85.4.206,0
_,87.8.219,0
_,88.4.224,0
_,88.5.225,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
2.1.4,2.1.4,1
2.2.5,2.2.5,1
2.3.6,2.3.6,1
2.4.7,2.4.7,1
2.5.8,2.5.8,1
3.1.9,3.1.10,1
4.1.10,4.1.11,1
5.1.11,5.1.12,1
5.2.12,5.2.13,1
6.1.13,6.1.14,1
6.2.14,6.2.15,1
6.3.15,6.3.16,1
6.4.16,6.4.17,1
7.1.17,7.1.18,1
7.2.18,7.2.19,1
8.1.19,8.1.20,1
8.2.20,8.2.21,1
9.1.21,9.1.22,1
9.2.22,9.2.23,1
9.3.23,9.3.24,1
9.4.24,9.4.25,1
9.5.25,9.5.26,1
10.1.26,10.1.27,1
11.1.27,11.1.28,1
12.1.28,12.1.29,1
13.1.29,13.1.30,1
14.1.30,14.1.31,1
15.1.31,15.1.32,1
16.1.32,16.1.33,1
16.2.33,16.2.34,1
16.3.34,16.3.35,1
17.1.35,17.1.36,1
18.1.36,18.1.37,1
19.1.37,19.1.38,1
19.2.38,19.2.39,1
19.3.39,19.3.40,1
20.1.40,20.1.41,1
20.2.41,20.2.42,1
21.1.42,21.1.43,1
22.1.43,22.1.44,1
22.2.44,22.2.45,1
22.3.45,22.3.46,1
22.4.46,22.4.47,1
22.5.47,22.5.48,1
23.1.48,23.1.49,1
24.1.49,24.1.50,1
24.2.50,24.2.51,1
24.3.51,24.3.52,1
24.4.52,24.4.53,1
24.5.53,24.5.54,1
25.1.54,25.1.55,1
26.1.55,26.1.56,1
26.2.56,26.2.57,1
26.3.57,26.3.58,1
26.4.58,26.4.59,1
27.1.59,27.1.60,1
