_,2.5.6,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
2.2.3,2.2.3,1
2.3.4,2.3.4,1
2.4.5,2.4.5,1
3.1.6,3.1.7,1
3.2.7,3.2.8,1
3.3.8,3.3.9,1
3.4.9,3.4.10,1
3.5.10,3.5.11,1
3.6.11,3.6.12,1
3.7.12,3.7.13,1
3.8.13,3.8.14,1
3.9.14,3.9.15,1
4.1.15,4.1.16,1
5.1.16,5.1.17,1
6.1.17,6.1.18,1
6.2.18,6.2.19,1
7.1.19,7.1.20,1
8.1.20,8.1.21,1
9.1.21,9.1.22,1
10.1.22,10.1.23,1
11.1.23,11.1.24,1
12.1.24,12.1.25,1
13.1.25,13.1.26,1
14.1.26,14.1.27,1
15.1.27,15.1.28,1
16.1.28,16.1.29,1
16.2.29,16.2.30,1
17.1.30,17.1.31,1
18.1.31,18.1.32,1
19.1.32,19.1.33,1
19.2.33,19.2.34,1
20.1.34,20.1.35,1
21.1.35,21.1.36,1
22.1.36,22.1.37,1
23.1.37,23.1.38,1
24.1.38,24.1.39,1
25.1.39,25.1.40,1
26.1.40,26.1.41,1
26.2.41,26.2.42,1
26.3.42,26.3.43,1
26.4.43,26.4.44,1
26.5.44,26.5.45,1
26.6.45,26.6.46,1
26.7.46,26.7.47,1
26.8.47,26.8.48,1
27.1.48,27.1.49,1
27.2.49,27.2.50,1
