_,1.1.1,0
_,1.2.2,0
_,1.3.3,0
1.1.1,2.1.4,1
1.2.2,2.2.5,1
1.3.3,2.3.6,1
1.4.4,2.4.7,1
1.5.5,2.5.8,1
1.6.6,2.6.9,1
1.7.7,2.7.10,1
1.8.8,2.8.11,1
1.9.9,2.9.12,1
1.10.10,2.10.13,1
1.11.11,2.11.14,1
1.12.12,2.12.15,1
1.13.13,2.13.16,1
1.14.14,2.14.17,1
1.15.15,2.15.18,1
1.16.16,2.16.19,1
1.17.17,2.17.20,1
1.18.18,2.18.21,1
1.19.19,2.19.22,1
1.20.20,2.20.23,1
1.21.21,2.21.24,1
1.22.22,2.22.25,1
1.23.23,2.23.26,1
1.24.24,2.24.27,1
2.1.25,3.1.28,1
2.2.26,3.2.29,1
2.3.27,3.3.30,1
2.4.28,3.4.31,1
2.5.29,3.5.32,1
2.6.30,3.6.33,1
2.7.31,3.7.34,1
2.8.32,3.8.35,1
3.1.33,4.1.36,1
4.1.34,5.1.37,1
4.2.35,5.2.38,1
4.3.36,5.3.39,1
4.4.37,5.4.40,1
4.5.38,5.5.41,1
4.6.39,5.6.42,1
4.7.40,5.7.43,1
4.8.41,5.8.44,1
4.9.42,5.9.45,1
4.10.43,5.10.46,1
4.11.44,5.11.47,1
4.12.45,5.12.48,1
4.13.46,5.13.49,1
4.14.47,5.14.50,1
4.15.48,5.15.51,1
4.16.49,5.16.52,1
4.17.50,5.17.53,1
4.18.51,5.18.54,1
4.19.52,5.19.55,1
4.20.53,5.20.56,1
4.21.54,5.21.57,1
4.22.55,5.22.58,1
4.23.56,5.23.59,1
4.24.57,5.24.60,1
4.25.58,5.25.61,1
4.26.59,5.26.62,1
4.27.60,5.27.63,1
4.28.61,5.28.64,1
4.29.62,5.29.65,1
4.30.63,5.30.66,1
4.31.64,5.31.67,1
4.32.65,5.32.68,1
4.33.66,5.33.69,1
4.34.67,5.34.70,1
4.35.68,5.35.71,1
4.36.69,5.36.72,1
4.37.70,5.37.73,1
4.38.71,5.38.74,1
4.39.72,5.39.75,1
4.40.73,5.40.76,1
4.41.74,5.41.77,1
4.42.75,5.42.78,1
4.43.76,5.43.79,1
5.1.77,6.1.80,1
5.2.78,6.2.81,1
5.3.79,6.3.82,1
5.4.80,6.4.83,1
5.5.81,6.5.84,1
5.6.82,6.6.85,1
5.7.83,6.7.86,1
5.8.84,6.8.87,1
5.9.85,6.9.88,1
5.10.86,6.10.89,1
5.11.87,6.11.90,1
5.12.88,6.12.91,1
6.1.89,7.1.92,1
6.2.90,7.2.93,1
6.3.91,7.3.94,1
6.4.92,7.4.95,1
6.5.93,7.5.96,1
6.6.94,7.6.97,1
6.7.95,7.7.98,1
6.8.96,7.8.99,1
7.1.97,8.1.100,1
7.2.98,8.2.101,1
7.3.99,8.3.102,1
7.4.100,8.4.103,1
7.5.101,8.5.104,1
7.6.102,8.6.105,1
7.7.103,8.7.106,1
7.8.104,8.8.107,1
7.9.105,8.9.108,1
7.10.106,8.10.109,1
7.11.107,8.11.110,1
7.12.108,8.12.111,1
7.13.109,8.13.112,1
7.14.110,8.14.113,1
7.15.111,8.15.114,1
7.16.112,8.16.115,1
7.17.113,8.17.116,1
7.18.114,8.18.117,1
7.19.115,8.19.118,1
7.20.116,8.20.119,1
7.21.117,8.21.120,1
7.22.118,8.22.121,1
7.23.119,8.23.122,1
7.24.120,8.24.123,1
7.25.121,8.25.124,1
7.26.122,8.26.125,1
8.1.123,9.1.126,1
8.2.124,9.2.127,1
9.1.125,10.1.128,1
9.2.126,10.2.129,1
9.3.127,10.3.130,1
9.4.128,10.4.131,1
9.5.129,10.5.132,1
9.6.130,10.6.133,1
9.7.131,10.7.134,1
9.8.132,10.8.135,1
10.1.133,11.1.136,1
11.1.134,12.1.137,1
11.2.135,12.2.138,1
11.3.136,12.3.139,1
11.4.137,12.4.140,1
11.5.138,12.5.141,1
11.6.139,12.6.142,1
11.7.140,12.7.143,1
11.8.141,12.8.144,1
11.9.142,12.9.145,1
11.10.143,12.10.146,1
11.11.144,12.11.147,1
11.12.145,12.12.148,1
11.13.146,12.13.149,1
11.14.147,12.14.150,1
11.15.148,12.15.151,1
11.16.149,12.16.152,1
11.17.150,12.17.153,1
11.18.151,12.18.154,1
11.19.152,12.19.155,1
11.20.153,12.20.156,1
11.21.154,12.21.157,1
11.22.155,12.22.158,1
11.23.156,12.23.159,1
11.24.157,12.24.160,1
11.25.158,12.25.161,1
11.26.159,12.26.162,1
11.27.160,12.27.163,1
11.28.161,12.28.164,1
11.29.162,12.29.165,1
11.30.163,12.30.166,1
11.31.164,12.31.167,1
11.32.165,12.32.168,1
11.33.166,12.33.169,1
11.34.167,12.34.170,1
11.35.168,12.35.171,1
11.36.169,12.36.172,1
11.37.170,12.37.173,1
11.38.171,12.38.174,1
11.39.172,12.39.175,1
11.40.173,12.40.176,1
