_,1.1.1,0
_,2.1.2,0
_,2.2.3,0
_,2.3.4,0
_,2.4.5,0
_,2.5.6,0
_,2.6.7,0
_,2.7.8,0
_,2.8.9,0
_,2.9.10,0
_,2.10.11,0
_,2.11.12,0
_,3.2.14,0
_,3.3.15,0
_,3.4.16,0
_,3.5.17,0
_,3.6.18,0
_,3.7.19,0
_,3.8.20,0
_,3.9.21,0
_,3.10.22,0
_,3.11.23,0
_,3.12.24,0
_,4.11.35,0
1.1.1,3.1.13,1
2.1.2,6.1.39,0.67348474
2.2.3,6.2.40,0.8041242
3.1.4,7.1.41,0.65054286
3.2.5,7.2.42,0.66787624
4.1.6,4.1.25,1
4.2.7,4.2.26,1
4.3.8,4.3.27,1
4.4.9,4.4.28,1
4.5.10,4.5.29,1
4.6.11,4.6.30,1
4.7.12,4.7.31,1
4.8.13,4.8.32,1
4.9.14,4.9.33,1
4.10.15,4.10.34,1
4.11.16,_,0
4.12.17,4.12.36,1
4.13.18,4.13.37,1
5.1.19,5.1.38,1
6.1.20,8.1.43,1
7.1.21,9.1.44,1
7.2.22,9.2.45,1
7.3.23,9.3.46,1
7.4.24,9.4.47,1
8.1.25,10.1.48,1
9.1.26,11.1.49,1
9.2.27,11.2.50,1
9.3.28,11.3.51,1
9.4.29,11.4.52,1
9.5.30,11.5.53,1
9.6.31,11.6.54,1
9.7.32,11.7.55,1
9.8.33,11.8.56,1
9.9.34,11.9.57,1
9.10.35,11.10.58,1
9.11.36,11.11.59,1
10.1.37,12.1.60,1
11.1.38,13.1.61,1
12.1.39,14.1.62,1
13.1.40,15.1.63,1
13.2.41,15.2.64,1
13.3.42,15.3.65,1
13.4.43,15.4.66,1
13.5.44,15.5.67,1
13.6.45,15.6.68,1
13.7.46,15.7.69,1
13.8.47,15.8.70,1
13.9.48,15.9.71,1
13.10.49,15.10.72,1
13.11.50,15.11.73,1
13.12.51,15.12.74,1
13.13.52,15.13.75,1
13.14.53,15.14.76,1
14.1.54,16.1.77,1
15.1.55,17.1.78,1
15.2.56,17.2.79,1
15.3.57,17.3.80,1
15.4.58,17.4.81,1
15.5.59,17.5.82,1
15.6.60,17.6.83,1
15.7.61,17.7.84,1
15.8.62,17.8.85,1
15.9.63,17.9.86,1
15.10.64,17.10.87,1
15.11.65,17.11.88,1
15.12.66,17.12.89,1
15.13.67,17.13.90,1
15.14.68,17.14.91,1
15.15.69,17.15.92,1
15.16.70,17.16.93,1
15.17.71,17.17.94,1
15.18.72,17.18.95,1
16.1.73,18.1.96,1
16.2.74,18.2.97,1
16.3.75,18.3.98,1
16.4.76,18.4.99,1
16.5.77,18.5.100,1
16.6.78,18.6.101,1
16.7.79,18.7.102,1
16.8.80,18.8.103,1
16.9.81,18.9.104,1
16.10.82,18.10.105,1
17.1.83,19.1.106,1
17.2.84,19.2.107,1
17.3.85,19.3.108,1
17.4.86,19.4.109,1
17.5.87,19.5.110,1
17.6.88,19.6.111,1
17.7.89,19.7.112,1
17.8.90,19.8.113,1
17.9.91,19.9.114,1
17.10.92,19.10.115,1
17.11.93,19.11.116,1
17.12.94,19.12.117,1
17.13.95,19.13.118,1
17.14.96,19.14.119,1
17.15.97,19.15.120,1
18.1.98,20.1.121,1
19.1.99,21.1.122,1
19.2.100,21.2.123,1
20.1.101,22.1.124,1
20.2.102,22.2.125,1
20.3.103,22.3.126,1
21.1.104,23.1.127,1
21.2.105,23.2.128,1
21.3.106,23.3.129,1
21.4.107,23.4.130,1
21.5.108,23.5.131,1
21.6.109,23.6.132,1
