_,1.1.1,0
_,1.2.2,0
_,1.3.3,0
_,2.2.5,0
_,7.5.24,0
1.1.1,2.3.6,1
1.2.2,2.4.7,1
1.3.3,2.5.8,1
1.4.4,2.6.9,1
1.5.5,2.1.4,0.6175076
2.1.6,3.1.10,1
2.2.7,3.2.11,1
2.3.8,3.3.12,1
2.4.9,3.4.13,1
2.5.10,3.5.14,1
2.6.11,3.6.15,1
3.1.12,4.1.16,1
4.1.13,5.1.17,1
4.2.14,5.2.18,1
5.1.15,6.1.19,1
6.1.16,7.1.20,1
6.2.17,7.2.21,1
6.3.18,7.3.22,1
6.4.19,7.4.23,0.9235897
7.1.20,8.1.25,1
7.2.21,8.2.26,1
7.3.22,8.3.27,1
8.1.23,9.1.28,1
9.1.24,10.1.29,1
9.2.25,10.2.30,1
9.3.26,10.3.31,1
9.4.27,10.4.32,1
10.1.28,11.1.33,1
10.2.29,11.2.34,1
10.3.30,11.3.35,1
10.4.31,11.4.36,1
10.5.32,11.5.37,1
10.6.33,11.6.38,1
11.1.34,12.1.39,1
11.2.35,12.2.40,1
11.3.36,12.3.41,1
11.4.37,12.4.42,1
12.1.38,13.1.43,1
12.2.39,13.2.44,1
12.3.40,13.3.45,1
13.1.41,14.1.46,1
13.2.42,14.2.47,1
13.3.43,14.3.48,1
14.1.44,15.1.49,1
14.2.45,15.2.50,1
14.3.46,15.3.51,1
15.1.47,16.1.52,1
15.2.48,16.2.53,1
15.3.49,16.3.54,1
15.4.50,16.4.55,1
15.5.51,16.5.56,1
15.6.52,16.6.57,1
15.7.53,16.7.58,1
15.8.54,16.8.59,1
15.9.55,16.9.60,1
15.10.56,16.10.61,1
16.1.57,17.1.62,1
16.2.58,17.2.63,1
16.3.59,17.3.64,1
16.4.60,17.4.65,1
16.5.61,17.5.66,1
16.6.62,17.6.67,1
16.7.63,17.7.68,1
16.8.64,17.8.69,1
17.1.65,18.1.70,1
17.2.66,18.2.71,1
17.3.67,18.3.72,1
18.1.68,19.1.73,1
18.2.69,19.2.74,1
18.3.70,19.3.75,1
18.4.71,19.4.76,1
19.1.72,20.1.77,1
19.2.73,20.2.78,1
20.1.74,21.1.79,1
20.2.75,21.2.80,1
20.3.76,21.3.81,1
21.1.77,22.1.82,1
