_,2.1.6,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,3.1.7,1
2.2.7,3.2.8,1
2.3.8,3.3.9,1
2.4.9,3.4.10,1
2.5.10,3.5.11,1
3.1.11,4.1.12,0.88750005
3.2.12,4.2.13,1
3.3.13,4.3.14,1
4.1.14,5.1.15,1
4.2.15,5.2.16,1
4.3.16,5.3.17,1
4.4.17,5.4.18,1
4.5.18,5.5.19,1
4.6.19,5.6.20,1
4.7.20,5.7.21,1
4.8.21,5.8.22,1
4.9.22,5.9.23,1
4.10.23,5.10.24,1
4.11.24,5.11.25,1
4.12.25,5.12.26,1
4.13.26,5.13.27,1
4.14.27,5.14.28,1
4.15.28,5.15.29,1
5.1.29,6.1.30,1
5.2.30,6.2.31,1
5.3.31,6.3.32,1
5.4.32,6.4.33,1
5.5.33,6.5.34,1
5.6.34,6.6.35,1
6.1.35,7.1.36,1
6.2.36,7.2.37,1
6.3.37,7.3.38,1
6.4.38,7.4.39,1
6.5.39,7.5.40,1
6.6.40,7.6.41,1
6.7.41,7.7.42,1
6.8.42,7.8.43,1
6.9.43,7.9.44,1
6.10.44,7.10.45,1
6.11.45,7.11.46,1
6.12.46,7.12.47,1
6.13.47,7.13.48,1
6.14.48,7.14.49,1
6.15.49,7.15.50,1
7.1.50,8.1.51,1
7.2.51,8.2.52,1
7.3.52,8.3.53,1
7.4.53,8.4.54,1
8.1.54,9.1.55,0.9636364
8.2.55,9.2.56,1
8.3.56,9.3.57,1
9.1.57,10.1.58,1
9.2.58,10.2.59,1
9.3.59,10.3.60,1
9.4.60,10.4.61,1
9.5.61,10.5.62,1
9.6.62,10.6.63,1
9.7.63,10.7.64,1
9.8.64,10.8.65,1
9.9.65,10.9.66,1
9.10.66,10.10.67,1
9.11.67,10.11.68,1
9.12.68,10.12.69,1
9.13.69,10.13.70,1
9.14.70,10.14.71,1
9.15.71,10.15.72,1
9.16.72,10.16.73,1
9.17.73,10.17.74,1
9.18.74,10.18.75,1
9.19.75,10.19.76,1
9.20.76,10.20.77,1
9.21.77,10.21.78,1
9.22.78,10.22.79,1
9.23.79,10.23.80,1
10.1.80,11.1.81,0.9625
10.2.81,11.2.82,1
10.3.82,11.3.83,1
10.4.83,11.4.84,1
10.5.84,11.5.85,1
10.6.85,11.6.86,1
10.7.86,11.7.87,1
10.8.87,11.8.88,1
11.1.88,12.1.89,1
11.2.89,12.2.90,1
11.3.90,12.3.91,1
11.4.91,12.4.92,1
11.5.92,12.5.93,1
11.6.93,12.6.94,1
11.7.94,12.7.95,1
11.8.95,12.8.96,1
11.9.96,12.9.97,1
11.10.97,12.10.98,1
11.11.98,12.11.99,1
11.12.99,12.12.100,1
11.13.100,12.13.101,1
11.14.101,12.14.102,1
12.1.102,13.1.103,1
12.2.103,13.2.104,1
12.3.104,13.3.105,1
12.4.105,13.4.106,1
12.5.106,13.5.107,1
12.6.107,13.6.108,1
12.7.108,13.7.109,1
12.8.109,13.8.110,1
12.9.110,13.9.111,1
12.10.111,13.10.112,1
12.11.112,13.11.113,1
12.12.113,13.12.114,1
12.13.114,13.13.115,1
12.14.115,13.14.116,1
13.1.116,14.1.117,1
13.2.117,14.2.118,1
13.3.118,14.3.119,1
13.4.119,14.4.120,1
13.5.120,14.5.121,1
14.1.121,15.1.122,0.9586208
14.2.122,15.2.123,1
14.3.123,15.3.124,1
14.4.124,15.4.125,1
14.5.125,15.5.126,1
14.6.126,15.6.127,1
14.7.127,15.7.128,1
14.8.128,15.8.129,1
14.9.129,15.9.130,1
14.10.130,15.10.131,1
15.1.131,16.1.132,1
15.2.132,16.2.133,1
15.3.133,16.3.134,1
15.4.134,16.4.135,1
15.5.135,16.5.136,1
15.6.136,16.6.137,1
15.7.137,16.7.138,1
15.8.138,16.8.139,1
15.9.139,16.9.140,1
16.1.140,17.1.141,1
16.2.141,17.2.142,1
16.3.142,17.3.143,1
16.4.143,17.4.144,1
16.5.144,17.5.145,1
16.6.145,17.6.146,1
16.7.146,17.7.147,1
16.8.147,17.8.148,1
16.9.148,17.9.149,1
17.1.149,18.1.150,1
17.2.150,18.2.151,1
17.3.151,18.3.152,1
17.4.152,18.4.153,1
17.5.153,18.5.154,1
17.6.154,18.6.155,1
17.7.155,18.7.156,1
17.8.156,18.8.157,1
17.9.157,18.9.158,1
17.10.158,18.10.159,1
17.11.159,18.11.160,1
17.12.160,18.12.161,1
17.13.161,18.13.162,1
17.14.162,18.14.163,1
17.15.163,18.15.164,1
17.16.164,18.16.165,1
17.17.165,18.17.166,1
17.18.166,18.18.167,1
17.19.167,18.19.168,1
17.20.168,18.20.169,1
17.21.169,18.21.170,1
17.22.170,18.22.171,1
17.23.171,18.23.172,1
17.24.172,18.24.173,1
17.25.173,18.25.174,1
17.26.174,18.26.175,1
17.27.175,18.27.176,1
17.28.176,18.28.177,1
17.29.177,18.29.178,1
18.1.178,19.1.179,0.9470588
18.2.179,19.2.180,1
18.3.180,19.3.181,1
18.4.181,19.4.182,1
18.5.182,19.5.183,1
18.6.183,19.6.184,1
18.7.184,19.7.185,1
18.8.185,19.8.186,1
18.9.186,19.9.187,1
18.10.187,19.10.188,1
18.11.188,19.11.189,1
19.1.189,20.1.190,1
19.2.190,20.2.191,1
19.3.191,20.3.192,1
19.4.192,20.4.193,1
19.5.193,20.5.194,1
19.6.194,20.6.195,1
19.7.195,20.7.196,1
19.8.196,20.8.197,1
19.9.197,20.9.198,1
19.10.198,20.10.199,1
19.11.199,20.11.200,1
19.12.200,20.12.201,1
19.13.201,20.13.202,1
20.1.202,21.1.203,0.94285715
20.2.203,21.2.204,1
20.3.204,21.3.205,1
21.1.205,22.1.206,1
21.2.206,22.2.207,1
21.3.207,22.3.208,1
21.4.208,22.4.209,1
21.5.209,22.5.210,1
21.6.210,22.6.211,1
21.7.211,22.7.212,1
21.8.212,22.8.213,1
21.9.213,22.9.214,1
21.10.214,22.10.215,1
21.11.215,22.11.216,1
21.12.216,22.12.217,1
21.13.217,22.13.218,1
21.14.218,22.14.219,1
22.1.219,23.1.220,0.9538462
22.2.220,23.2.221,1
22.3.221,23.3.222,1
22.4.222,23.4.223,1
22.5.223,23.5.224,1
23.1.224,24.1.225,1
23.2.225,24.2.226,1
23.3.226,24.3.227,1
23.4.227,24.4.228,1
23.5.228,24.5.229,1
23.6.229,24.6.230,1
23.7.230,24.7.231,1
23.8.231,24.8.232,1
24.1.232,25.1.233,0.71041024
24.2.233,_,0
25.1.234,26.1.234,1
25.2.235,26.2.235,1
25.3.236,26.3.236,1
25.4.237,26.4.237,1
25.5.238,26.5.238,1
25.6.239,26.6.239,1
25.7.240,26.7.240,1
25.8.241,26.8.241,1
25.9.242,26.9.242,1
26.1.243,27.1.243,1
26.2.244,27.2.244,1
26.3.245,27.3.245,1
26.4.246,27.4.246,1
