_,3.1.5,0
_,3.2.6,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
2.1.4,2.1.4,1
3.1.5,3.3.7,1
3.2.6,3.4.8,0.8827964
3.3.7,3.5.9,1
3.4.8,3.6.10,1
3.5.9,3.7.11,1
4.1.10,4.1.12,1
4.2.11,4.2.13,0.97427106
4.3.12,4.3.14,1
5.1.13,5.1.15,1
5.2.14,5.2.16,0.9755845
5.2.14,4.2.13,0.75920427
5.3.15,5.3.17,1
5.4.16,5.4.18,1
5.5.17,5.5.19,1
6.1.18,6.1.20,1
6.2.19,6.2.21,1
6.3.20,6.3.22,1
6.4.21,6.4.23,1
6.5.22,6.5.24,1
6.6.23,6.6.25,1
6.7.24,6.7.26,1
6.8.25,6.8.27,1
6.9.26,6.9.28,1
6.10.27,6.10.29,1
6.11.28,6.11.30,1
6.12.29,6.12.31,1
7.1.30,7.1.32,1
7.2.31,7.2.33,1
7.3.32,7.3.34,1
8.1.33,8.1.35,1
8.2.34,8.2.36,1
8.3.35,8.3.37,1
9.1.36,9.1.38,1
9.2.37,9.2.39,1
9.3.38,9.3.40,1
9.4.39,9.4.41,1
9.5.40,9.5.42,1
9.6.41,9.6.43,1
9.7.42,9.7.44,1
9.8.43,9.8.45,1
9.9.44,9.9.46,1
9.10.45,9.10.47,1
9.11.46,9.11.48,1
9.12.47,9.12.49,1
9.13.48,9.13.50,1
9.14.49,9.14.51,1
9.15.50,9.15.52,1
10.1.51,10.1.53,1
10.2.52,10.2.54,1
10.3.53,10.3.55,1
10.4.54,10.4.56,1
10.5.55,10.5.57,1
11.1.56,11.1.58,1
11.2.57,11.2.59,1
11.3.58,11.3.60,1
11.4.59,11.4.61,1
11.5.60,11.5.62,1
11.6.61,11.6.63,1
11.7.62,11.7.64,1
11.8.63,11.8.65,1
11.9.64,11.9.66,1
11.10.65,11.10.67,1
11.11.66,11.11.68,1
11.12.67,11.12.69,1
11.13.68,11.13.70,1
11.14.69,11.14.71,1
12.1.70,12.1.72,1
12.2.71,12.2.73,1
12.3.72,12.3.74,1
12.4.73,12.4.75,1
12.5.74,12.5.76,1
12.6.75,12.6.77,1
12.7.76,12.7.78,1
12.8.77,12.8.79,1
12.9.78,12.9.80,1
12.10.79,12.10.81,1
12.11.80,12.11.82,1
12.12.81,12.12.83,1
12.13.82,12.13.84,1
12.14.83,12.14.85,1
