id,filename,current_commit,parent_commit,old_status,new_status,status
9f5ac35dbfe431f7cb6cd8ddb94eb8fe8b4a31be#0,stocker/Stocker Prediction Usage.ipynb,9f5ac35dbfe431f7cb6cd8ddb94eb8fe8b4a31be,36d77d5275cbc82d29e347019c9be0cd353d1a44,success,ss,success
ead86450656be0346076aac4431e7f10c26cf167#0,additive_models/Stock Explorer Class.ipynb,ead86450656be0346076aac4431e7f10c26cf167,ac48a683e1af406477cffafcede7fec8f5d6a505,success,ss,success
ac48a683e1af406477cffafcede7fec8f5d6a505#0,additive_models/Stock Explorer Class.ipynb,ac48a683e1af406477cffafcede7fec8f5d6a505,6a8d6f4c899c6721d43325e0257fecba06c5baa7,success,ss,success
f27ad4541b447840ea7dbe45aeb27dfe267fcc2a#0,additive_models/Stock Prediction with Additive Models.ipynb,f27ad4541b447840ea7dbe45aeb27dfe267fcc2a,5c1488d22c104a117069fc7aa077da3b440bd196,success,ss,success
22ae6e519581338b11986721e63743c693af10cd#0,random_forest_explained/Random Forest Explained.ipynb,22ae6e519581338b11986721e63743c693af10cd,0678daa052acd28d4418eb6dcd3d4fabb25e2554,success,ss,success
b240dd74f2591fd95eb291dc01f92758c85e8289#1,tensorflow_examples/lite/model_maker/demo/text_classification.ipynb,b240dd74f2591fd95eb291dc01f92758c85e8289,445d41a23fc65b56dcecfc84284231153b9e00e1,success,ss,success
036117caae91ede4783cb0797273128d203e56aa#9,courses/udacity_intro_to_tensorflow_for_deep_learning/l06c02_exercise_flowers_with_transfer_learning.ipynb,036117caae91ede4783cb0797273128d203e56aa,5351bd4e1d4067e2a007b410495200c4bcf3fe61,success,ss,success
036117caae91ede4783cb0797273128d203e56aa#18,courses/udacity_intro_to_tensorflow_for_deep_learning/l08c07_forecasting_with_stateful_rnn.ipynb,036117caae91ede4783cb0797273128d203e56aa,5351bd4e1d4067e2a007b410495200c4bcf3fe61,success,ss,success
729752738613a3642b5ddff0425f98a49f8924b4#6,courses/udacity_intro_to_tensorflow_for_deep_learning/l06c03_exercise_flowers_with_transfer_learning_solution.ipynb,729752738613a3642b5ddff0425f98a49f8924b4,2a3dbce07630b3318f7b250325051af1d868f261,success,ss,success
7fb5b8718d4daa0fc4ec70c436fd23173ce3257e#0,community/en/swift/open_spiel/T01_RandomMazeWalk.ipynb,7fb5b8718d4daa0fc4ec70c436fd23173ce3257e,91a5b2f43ab8adc576886a05f33ecb0299beab49,success,ss,success
105085fea9b425d8de46ca1e1e76de6ea20a81ec#0,courses/udacity_intro_to_tensorflow_for_deep_learning/l05c03_exercise_flowers_with_data_augmentation.ipynb,105085fea9b425d8de46ca1e1e76de6ea20a81ec,1c5ecd877bb5b16abefd0244e5cedf2730316d02,success,ss,success
90c8dcfa6c4a6d2c1365b1293bfebf3cdb084312#0,community/en/neural_style_transfer/neural_style_transfer.ipynb,90c8dcfa6c4a6d2c1365b1293bfebf3cdb084312,da9d11967aa2266967f89504ba90e63fea7f8058,success,ss,success
25583993ea208da9ce9d4b0f5530c35a58a4d85b#0,3_regularization.ipynb,25583993ea208da9ce9d4b0f5530c35a58a4d85b,3f5b0e52d7a27290a4df28563ee3bf75e4935ca7,success,ss,success
6f899dcbce9660dc6ddcd1ed87c9e084dffc8e5c#0,1_notmnist.ipynb,6f899dcbce9660dc6ddcd1ed87c9e084dffc8e5c,2fa89971448e0204e9adf1969fc3bdc40e4504de,success,ss,success
771667984b4c90168e981c365477b790e081fc00#2,6_lstm.ipynb,771667984b4c90168e981c365477b790e081fc00,c62b5923524f19b16264bfafaaf7e65d82c310fb,success,ss,success
22b32aab155dcfa5ebf10d4b86f125039811bd5d#0,docs_src/data_block.ipynb,22b32aab155dcfa5ebf10d4b86f125039811bd5d,b1902a9f700ae8c8c56ec4c329851ce563290721,success,ss,success
82e8d22a6a6315f982a750789086c863a2ee5c89#4,docs_src/data_block.ipynb,82e8d22a6a6315f982a750789086c863a2ee5c89,f89e59bc2f9baa1551f252b3f84fb5ecea71a20c,success,ss,success
cc5ed2e3515467ac0a03cd047d79b623406048b5#0,docs_src/widgets.image_cleaner.ipynb,cc5ed2e3515467ac0a03cd047d79b623406048b5,824892d84edd50f757e2a698ea7d5235c3ccfc77,success,ss,success
de1b552b0556e86f18b61cdf23ba03317b30cfb6#4,docs_src/metrics.ipynb,de1b552b0556e86f18b61cdf23ba03317b30cfb6,3e92a9d775d64212a7423e5f8df34152c97e138c,success,ss,success
927e4a82ef102eed5f97c204e162ca4b512002f9#18,docs_src/data_block.ipynb,927e4a82ef102eed5f97c204e162ca4b512002f9,bd9bc96e05d464a0a4ed8719947fe941d7875e4c,success,ss,success
927e4a82ef102eed5f97c204e162ca4b512002f9#36,docs_src/text.interpret.ipynb,927e4a82ef102eed5f97c204e162ca4b512002f9,bd9bc96e05d464a0a4ed8719947fe941d7875e4c,success,ss,success
4222c2d95533755d12592bd392bf6c68fa3e30b0#38,docs_src/text.learner.ipynb,4222c2d95533755d12592bd392bf6c68fa3e30b0,052ae09ece21cce82b4f3601a517a4b31eca0f9f,success,ss,success
4222c2d95533755d12592bd392bf6c68fa3e30b0#45,docs_src/tutorial.inference.ipynb,4222c2d95533755d12592bd392bf6c68fa3e30b0,052ae09ece21cce82b4f3601a517a4b31eca0f9f,success,ss,success
44e05b4e57dd553155a2860360a55dbd95e94fde#8,docs_src/text.learner.ipynb,44e05b4e57dd553155a2860360a55dbd95e94fde,dec7643b09b531ec92c70badb7b4ba3800aa71f5,success,ss,success
dec7643b09b531ec92c70badb7b4ba3800aa71f5#0,docs_src/text.data.ipynb,dec7643b09b531ec92c70badb7b4ba3800aa71f5,dd1c7db284751034a530f9ee3c4df75de151f13d,success,ss,success
7895034df91c526de3e5c98a9deb9566b1fe192e#2,docs_src/text.learner.ipynb,7895034df91c526de3e5c98a9deb9566b1fe192e,2e92e015c79c44370b0c422364bf3c53c97e62ef,success,ss,success
c19a744b1d5b49fd99d695cb2217d92a3d95ac05#0,docs_src/data_block.ipynb,c19a744b1d5b49fd99d695cb2217d92a3d95ac05,37acd2d93157a5974bf1b2ac0755885686033c63,success,ss,success
6da16c3e551f888c33289fad817b1ea603b639e0#2,docs_src/train.ipynb,6da16c3e551f888c33289fad817b1ea603b639e0,5665771e60d5d427b85a4c5fab6176e129dfc52a,success,ss,success
ff8c3d81be4060a14b6e12d738b72a803b60848f#0,docs_src/data_block.ipynb,ff8c3d81be4060a14b6e12d738b72a803b60848f,e1fbb9a6d2d6efb54e8b27d6aef4a5ccddfc8fb8,success,ss,success
b9ae5782b7d00336a491bcdc733b05a91c43b119#0,docs_src/data_block.ipynb,b9ae5782b7d00336a491bcdc733b05a91c43b119,fa1b0b451eb284bd782b218a0b1f29a9ecc8c46c,success,ss,success
d6e918942cf51d5e23fe570a1b7edcca5af84b2b#2,docs_src/widgets.image_cleaner.ipynb,d6e918942cf51d5e23fe570a1b7edcca5af84b2b,2d204a30815ae09fb744e039f5d3c9bb6569493a,success,ss,success
d02f1971dac0f82b6b2446c0ef7a34500d885fed#15,docs_src/utils.mem.ipynb,d02f1971dac0f82b6b2446c0ef7a34500d885fed,255ebe536659a70d7b09dc0d5831fd6331bf6253,success,ss,success
35b640d45963967e8b0202e7223c054d56f3b1e4#6,docs_src/torch_core.ipynb,35b640d45963967e8b0202e7223c054d56f3b1e4,256e9c1664e0445afc2b0c869582ff158a6f5226,success,ss,success
7e4ca3f39d06c83f712d9bc83dde207204764d05#3,docs_src/data_block.ipynb,7e4ca3f39d06c83f712d9bc83dde207204764d05,18bbc0f742b17600ac40e47dcd7ed00694984410,success,ss,success
cfe689f0022769e7804ab2980e7f6151cb221b24#19,docs_src/widgets.image_cleaner.ipynb,cfe689f0022769e7804ab2980e7f6151cb221b24,f8931f085b04c4c7fdc89146b4619391e71756e1,success,ss,success
d50549a5db65793bbdb34de2bad2c7527b47c3d4#6,docs_src/core.ipynb,d50549a5db65793bbdb34de2bad2c7527b47c3d4,4f14a5fffac8e72c098dee6d8f1236712d05bf67,success,ss,success
d50549a5db65793bbdb34de2bad2c7527b47c3d4#9,docs_src/gen_doc.nbtest.ipynb,d50549a5db65793bbdb34de2bad2c7527b47c3d4,4f14a5fffac8e72c098dee6d8f1236712d05bf67,success,ss,success
d50549a5db65793bbdb34de2bad2c7527b47c3d4#10,docs_src/metrics.ipynb,d50549a5db65793bbdb34de2bad2c7527b47c3d4,4f14a5fffac8e72c098dee6d8f1236712d05bf67,success,ss,success
d50549a5db65793bbdb34de2bad2c7527b47c3d4#19,docs_src/widgets.image_cleaner.ipynb,d50549a5db65793bbdb34de2bad2c7527b47c3d4,4f14a5fffac8e72c098dee6d8f1236712d05bf67,success,ss,success
ab95a91ee84f6214281661f3a4b74b8dd13311b4#26,docs_src/widgets.image_cleaner.ipynb,ab95a91ee84f6214281661f3a4b74b8dd13311b4,f98749462c339e11ed9324d8fdc5e6fd25794d7a,success,ss,success
b785fe51ab0566f3ee87b1378647a6f3d0329d1e#4,docs_src/widgets.image_cleaner.ipynb,b785fe51ab0566f3ee87b1378647a6f3d0329d1e,8a2aa9b9562589791ef9b7bf028676d9764412cf,success,ss,success
2e99e9ead29f830df6333c32f78ba4168e88f6c7#4,docs_src/data_block.ipynb,2e99e9ead29f830df6333c32f78ba4168e88f6c7,276a30c74456e70d176b8b931f401f500a3065fa,success,ss,success
2e99e9ead29f830df6333c32f78ba4168e88f6c7#11,docs_src/vision.ipynb,2e99e9ead29f830df6333c32f78ba4168e88f6c7,276a30c74456e70d176b8b931f401f500a3065fa,success,ss,success
76c18e9efed6ca77023abb5f5dd8a991114c3b14#27,docs_src/text.data.ipynb,76c18e9efed6ca77023abb5f5dd8a991114c3b14,7b741f9dfd76bb6b799378ac1ed709d2105cf60e,success,ss,success
6e9bb9b46a65fd720edca9f67fbde627e1a8628c#15,docs_src/data_block.ipynb,6e9bb9b46a65fd720edca9f67fbde627e1a8628c,ef30c6c39e69053e62e82d7265104cd2d5a486e6,success,ss,success
6e9bb9b46a65fd720edca9f67fbde627e1a8628c#41,docs_src/widgets.image_cleaner.ipynb,6e9bb9b46a65fd720edca9f67fbde627e1a8628c,ef30c6c39e69053e62e82d7265104cd2d5a486e6,success,ss,success
0185ae02974116b237fff2d584b20102ee23624d#0,docs_src/utils.mem.ipynb,0185ae02974116b237fff2d584b20102ee23624d,d292b54d2ec54cf2aee49a457e5ae30ee53cfa44,success,ss,success
352d71d9c025fecbb40092062101ba5515fe232e#0,docs_src/utils.mem.ipynb,352d71d9c025fecbb40092062101ba5515fe232e,267bff6169a25a94dba6c3f69ca7102f8c0054f1,success,ss,success
39c120c4bcee2ed7e3191f62a2b8858e85af89c3#3,docs_src/train.ipynb,39c120c4bcee2ed7e3191f62a2b8858e85af89c3,4f10c25ab61c2743fb4fbc732051f8178341625b,success,ss,success
dd7d0bc5d8114f3ea1d5ca1658280775aacc94a4#17,docs_src/train.ipynb,dd7d0bc5d8114f3ea1d5ca1658280775aacc94a4,79826f5d4af2c3baa4a2cccd9d83c9e7606900da,success,ss,success
dd7d0bc5d8114f3ea1d5ca1658280775aacc94a4#20,docs_src/vision.image.ipynb,dd7d0bc5d8114f3ea1d5ca1658280775aacc94a4,79826f5d4af2c3baa4a2cccd9d83c9e7606900da,success,ss,success
6ae4f12cd91af27cb990893c48a5046acbdb181e#0,docs_src/utils.mem.ipynb,6ae4f12cd91af27cb990893c48a5046acbdb181e,68643b5ded9894fbeeecbc9cea58b64dbece35e8,success,ss,success
b5f0c79d7d1a45168023d61d6e4aeb97008436b9#5,docs_src/text.models.ipynb,b5f0c79d7d1a45168023d61d6e4aeb97008436b9,6ba17b21599a6fc441794ffd130bc31b5333b4a0,success,ss,success
8102d200a1f4795c3190993c2160bdae02931a85#16,docs_src/widgets.image_cleaner.ipynb,8102d200a1f4795c3190993c2160bdae02931a85,957ed4b1d4f7fa21fffa7e9aee793f7a5cd094f2,success,ss,success
a588eff25cc1dc55e5713bf3f24c77f5b63cc9b9#0,docs_src/data_block.ipynb,a588eff25cc1dc55e5713bf3f24c77f5b63cc9b9,bb4371bdafee24499138c675659074b46163ac03,success,ss,success
1757d664c9134789f7c281545698fbb685e73563#51,docs_src/widgets.image_cleaner.ipynb,1757d664c9134789f7c281545698fbb685e73563,d15db81fe037e26f2f3b96be8d9b878594b720c7,success,ss,success
a177b29acf4db663b5e956e3f0536e0615939264#0,docs_src/vision.transform.ipynb,a177b29acf4db663b5e956e3f0536e0615939264,ca1146a24fcbc2aa5fab2e60f987d8f46054316b,success,ss,success
c119b52c0e4c3f0b6f602e983fbe2503075a5748#0,docs_src/vision.transform.ipynb,c119b52c0e4c3f0b6f602e983fbe2503075a5748,4d827fae854131bc5bd6e61b0edd161b70d26d9b,success,ss,success
f34fa8160e0132e3b1a2032d07b36b0882e9dfb4#24,docs_src/widgets.image_cleaner.ipynb,f34fa8160e0132e3b1a2032d07b36b0882e9dfb4,dc9c8fb4f3215de4aaa3d96be212461e490e34dc,success,ss,success
cdd06e38332b04e4dd3af927cb0ff4549c82a52b#2,docs_src/callbacks.tracker.ipynb,cdd06e38332b04e4dd3af927cb0ff4549c82a52b,fa0a6d205bf0b259b77254d9affc3d58b005bd8e,success,ss,success
cdd06e38332b04e4dd3af927cb0ff4549c82a52b#3,docs_src/data_block.ipynb,cdd06e38332b04e4dd3af927cb0ff4549c82a52b,fa0a6d205bf0b259b77254d9affc3d58b005bd8e,success,ss,success
fa0a6d205bf0b259b77254d9affc3d58b005bd8e#12,docs_src/text.ipynb,fa0a6d205bf0b259b77254d9affc3d58b005bd8e,7b98447b25fc0b8ad439af61fde8293b64694229,success,ss,success
f6f7065f08c59238805732f22de68c483eb7db5b#31,docs_src/tabular.transform.ipynb,f6f7065f08c59238805732f22de68c483eb7db5b,ec437160b4e3554e6c919c394de1543f8fe0c1b8,success,ss,success
b8c14bb556efd26bd7ba4e4f6f51a4a494166cbc#14,docs_src/data_block.ipynb,b8c14bb556efd26bd7ba4e4f6f51a4a494166cbc,1feb4a864b1d018dc4345851c46531b94b94ac28,success,ss,success
cc94c963f78e6a14d56b52e4e24bb6e657b12deb#9,docs_src/metrics.ipynb,cc94c963f78e6a14d56b52e4e24bb6e657b12deb,b6957b7da0fe606a76fcc8eed77be0e64804ff4b,success,ss,success
cc94c963f78e6a14d56b52e4e24bb6e657b12deb#14,docs_src/vision.data.ipynb,cc94c963f78e6a14d56b52e4e24bb6e657b12deb,b6957b7da0fe606a76fcc8eed77be0e64804ff4b,success,ss,success
a913af737fbb2e98f89cbcd5ae0e6a8269777859#37,courses/dl2/style-transfer-net.ipynb,a913af737fbb2e98f89cbcd5ae0e6a8269777859,fe3b1cebc208d76ffdf15c80ed2e52fc90dabbda,success,ss,success
a913af737fbb2e98f89cbcd5ae0e6a8269777859#41,courses/dl2/wgan.ipynb,a913af737fbb2e98f89cbcd5ae0e6a8269777859,fe3b1cebc208d76ffdf15c80ed2e52fc90dabbda,success,ss,success
d7dd5ec789111dbbb95bb81483859aaa971e28f6#0,docs_src/tutorial.inference.ipynb,d7dd5ec789111dbbb95bb81483859aaa971e28f6,8f317a698c07ff082f21f0669b49eb5e620437f0,success,ss,success
8f317a698c07ff082f21f0669b49eb5e620437f0#0,docs_src/tutorial.inference.ipynb,8f317a698c07ff082f21f0669b49eb5e620437f0,c410e96ea17697ba4c5aadb89e079b5fb6ba2f87,success,ss,success
b28d9eb39b42468721b1358832a5538f8a98ad2d#0,docs_src/data_block.ipynb,b28d9eb39b42468721b1358832a5538f8a98ad2d,c1522b89c61d5db17b0fc4086b664204dcfe7d5d,success,ss,success
b28d9eb39b42468721b1358832a5538f8a98ad2d#2,docs_src/widgets.image_cleaner.ipynb,b28d9eb39b42468721b1358832a5538f8a98ad2d,c1522b89c61d5db17b0fc4086b664204dcfe7d5d,success,ss,success
6bfc57a2b2956f29b3dedfd5feee4ab63d04fe99#24,docs_src/tabular.transform.ipynb,6bfc57a2b2956f29b3dedfd5feee4ab63d04fe99,f7a4421dfde026b61696d1d414b9b61f92237b38,success,ss,success
d9eb10fd7978e1ce2c879ed8c7fa7a8af1c2fabd#3,docs_src/callbacks.ipynb,d9eb10fd7978e1ce2c879ed8c7fa7a8af1c2fabd,a0ac73c11268c6be66addea23b41d33f9d3de01d,success,ss,success
d9eb10fd7978e1ce2c879ed8c7fa7a8af1c2fabd#6,docs_src/core.ipynb,d9eb10fd7978e1ce2c879ed8c7fa7a8af1c2fabd,a0ac73c11268c6be66addea23b41d33f9d3de01d,success,ss,success
d9eb10fd7978e1ce2c879ed8c7fa7a8af1c2fabd#8,docs_src/tabular.data.ipynb,d9eb10fd7978e1ce2c879ed8c7fa7a8af1c2fabd,a0ac73c11268c6be66addea23b41d33f9d3de01d,success,ss,success
d9eb10fd7978e1ce2c879ed8c7fa7a8af1c2fabd#12,docs_src/vision.data.ipynb,d9eb10fd7978e1ce2c879ed8c7fa7a8af1c2fabd,a0ac73c11268c6be66addea23b41d33f9d3de01d,success,ss,success
6ff47993adcf92ee524740e8e4c55c391d670f51#5,docs_src/core.ipynb,6ff47993adcf92ee524740e8e4c55c391d670f51,f47b03c7a647de2387bded60e6940ca9784139a8,success,ss,success
18d17f4ac3c7b1c75d7a574eddc99389b2fa06b3#19,docs_src/text.data.ipynb,18d17f4ac3c7b1c75d7a574eddc99389b2fa06b3,5347264db27b471dc9292a6d2fb49999edb3392c,success,ss,success
f1fdf375d0e5f93bd65dc9d60fc3430c882870e2#0,docs_src/callbacks.general_sched.ipynb,f1fdf375d0e5f93bd65dc9d60fc3430c882870e2,ce586a9152d5abe7a7f3e076a6f8d359aac0e2af,success,ss,success
08238e63aa6d970391c7062741f25dfd081dae25#0,docs_src/widgets.ipynb,08238e63aa6d970391c7062741f25dfd081dae25,7b1a1684d4870761f97906f027b00a7dc54121a0,success,ss,success
68134bb77e580e428463f9cf579d978d51b5800c#6,docs_src/vision.gan.ipynb,68134bb77e580e428463f9cf579d978d51b5800c,20f90a457aad660ddaa962819a49363203986cc1,success,ss,success
68134bb77e580e428463f9cf579d978d51b5800c#7,docs_src/vision.image.ipynb,68134bb77e580e428463f9cf579d978d51b5800c,20f90a457aad660ddaa962819a49363203986cc1,success,ss,success
68134bb77e580e428463f9cf579d978d51b5800c#10,docs_src/vision.models.ipynb,68134bb77e580e428463f9cf579d978d51b5800c,20f90a457aad660ddaa962819a49363203986cc1,success,ss,success
8664a862e726bd19f0b9036bfda81288566e714f#0,docs_src/torch_core.ipynb,8664a862e726bd19f0b9036bfda81288566e714f,d22bc506642576be1b5273282f4da35d2bcf05bd,success,ss,success
d22bc506642576be1b5273282f4da35d2bcf05bd#0,docs_src/text.data.ipynb,d22bc506642576be1b5273282f4da35d2bcf05bd,61439d5257cc9f628217d2b1a20a412ef13eac83,success,ss,success
d22bc506642576be1b5273282f4da35d2bcf05bd#3,docs_src/text.models.ipynb,d22bc506642576be1b5273282f4da35d2bcf05bd,61439d5257cc9f628217d2b1a20a412ef13eac83,success,ss,success
2b9115a37bfdc8d42ccc7d4d2462ce0353b1cd7a#0,docs_src/metrics.ipynb,2b9115a37bfdc8d42ccc7d4d2462ce0353b1cd7a,75e03ec7f91f040233296779afafab07831214a0,success,ss,success
2b9115a37bfdc8d42ccc7d4d2462ce0353b1cd7a#4,docs_src/tabular.transform.ipynb,2b9115a37bfdc8d42ccc7d4d2462ce0353b1cd7a,75e03ec7f91f040233296779afafab07831214a0,success,ss,success
3fd0af84b6dadd0be604d34716a316b7cdfeff07#0,docs_src/data_block.ipynb,3fd0af84b6dadd0be604d34716a316b7cdfeff07,20381a9f6da925674109960bdc6c67c92650f90b,success,ss,success
b751575ac32f3006e100e3fd992567dc94e1f79d#5,docs_src/callbacks.hooks.ipynb,b751575ac32f3006e100e3fd992567dc94e1f79d,1333a81708ab2d8c6ba50a0f61669f5d14c90cf8,success,ss,success
b751575ac32f3006e100e3fd992567dc94e1f79d#11,docs_src/callbacks.tracker.ipynb,b751575ac32f3006e100e3fd992567dc94e1f79d,1333a81708ab2d8c6ba50a0f61669f5d14c90cf8,success,ss,success
80f8f3bc67947148ca1d860404e053e9b01cdbc8#1,docs_src/basic_train.ipynb,80f8f3bc67947148ca1d860404e053e9b01cdbc8,5c8356b6af7e907a13209f5f1d8b9da2efb84720,success,ss,success
5c8356b6af7e907a13209f5f1d8b9da2efb84720#1,docs_src/vision.data.ipynb,5c8356b6af7e907a13209f5f1d8b9da2efb84720,236a1f9c65636c826511cb5ce0d34baeec783fe6,success,ss,success
10ba928cc5030416e3c976232fa3ab6522e37143#2,docs_src/callback.ipynb,10ba928cc5030416e3c976232fa3ab6522e37143,e95abef5150cafe1c850fd157d1257dbfea93d5d,success,ss,success
fc67a495bff3ea9c4b2abcae07b1223ce07bafdb#0,docs_src/basic_data.ipynb,fc67a495bff3ea9c4b2abcae07b1223ce07bafdb,4d5d26381f7c504b67549f25b12f51562a4ecd50,success,ss,success
b711e01f28b47dec1e185afab956481d462aefc2#0,docs_src/data_block.ipynb,b711e01f28b47dec1e185afab956481d462aefc2,9b6c894125da3ad863aa3aaf8f7e357b029ae899,success,ss,success
200deb5d68366eeb53a1e48a0c89a70e0a4ce6a1#5,docs_src/data_block.ipynb,200deb5d68366eeb53a1e48a0c89a70e0a4ce6a1,96afde44e70b0756dd2867af37bf4d9116fcedd5,success,ss,success
200deb5d68366eeb53a1e48a0c89a70e0a4ce6a1#6,docs_src/layers.ipynb,200deb5d68366eeb53a1e48a0c89a70e0a4ce6a1,96afde44e70b0756dd2867af37bf4d9116fcedd5,success,ss,success
1eca8b796e92ea4227dfc6059c819d761b90d55b#1,docs_src/tutorial.itemlist.ipynb,1eca8b796e92ea4227dfc6059c819d761b90d55b,eeddfde65ddb463688bf275265d7691052c12bf1,success,ss,success
4e3fd2de943638f0a8ac8bb1153b507820aa3168#11,docs_src/vision.image.ipynb,4e3fd2de943638f0a8ac8bb1153b507820aa3168,321637cda9ea4e9af9b3f5eb1eed8d5e6b5123a8,success,ss,success
53ac6f1b9d6878536c4decd226fd0a5b1e2e2bf4#11,docs_src/tutorial.data.ipynb,53ac6f1b9d6878536c4decd226fd0a5b1e2e2bf4,17ab600b4d530bca07e12100470fde9f505fdf38,success,ss,success
42d5d485daff61f6231a3f1221af6577246bc85b#0,docs_src/layers.ipynb,42d5d485daff61f6231a3f1221af6577246bc85b,b8d28a4deeff70a7cd0dc6868afbe8a2d9bb03d7,success,ss,success
43c4bfdd241ece3a0355f59609dde979bfeb5106#1,docs_src/data_block.ipynb,43c4bfdd241ece3a0355f59609dde979bfeb5106,df14f91f242b47e5afe00c86d9336072f4d52fba,success,ss,success
9b488d4ce4b150f84e71f2a6d78c3d7685cb0200#2,docs_src/vision.learner.ipynb,9b488d4ce4b150f84e71f2a6d78c3d7685cb0200,c77111b18c9de699670629eea39d983a45eb0211,success,ss,success
3abc8610ca829ab162a6bfd7c379e4acec2fc62a#0,docs_src/data_block.ipynb,3abc8610ca829ab162a6bfd7c379e4acec2fc62a,778342af37109e649e2876e6fe474e878830af80,success,ss,success
3dc3d35b2ec30147f666c05e8871454155489f45#2,docs_src/callbacks.csv_logger.ipynb,3dc3d35b2ec30147f666c05e8871454155489f45,1af5beb63ff0485ab691b0dcd966dc9ad18b9a88,success,ss,success
3dc3d35b2ec30147f666c05e8871454155489f45#4,docs_src/core.ipynb,3dc3d35b2ec30147f666c05e8871454155489f45,1af5beb63ff0485ab691b0dcd966dc9ad18b9a88,success,ss,success
3dc3d35b2ec30147f666c05e8871454155489f45#11,docs_src/vision.data.ipynb,3dc3d35b2ec30147f666c05e8871454155489f45,1af5beb63ff0485ab691b0dcd966dc9ad18b9a88,success,ss,success
f852743b945088c9123139c4962364546a62a7fe#2,docs_src/vision.data.ipynb,f852743b945088c9123139c4962364546a62a7fe,a59c6bfb88cce1c7c3748bb373418a188d299c73,success,ss,success
964e4687291873d967ce247e0d08b81e5a229a56#1,docs_src/data_block.ipynb,964e4687291873d967ce247e0d08b81e5a229a56,215f2a91a8809f7d137cbe08f6931de8017e1eb5,success,ss,success
2bbbaabe934fde46cbd4bd8cb44b770f7cf7720c#3,docs_src/tabular.transform.ipynb,2bbbaabe934fde46cbd4bd8cb44b770f7cf7720c,3d52f152d7c24b572c31c5ea3cacaba14afbcc3e,success,ss,success
2bbbaabe934fde46cbd4bd8cb44b770f7cf7720c#4,docs_src/text.data.ipynb,2bbbaabe934fde46cbd4bd8cb44b770f7cf7720c,3d52f152d7c24b572c31c5ea3cacaba14afbcc3e,success,ss,success
7c5097062b6b255d90078056387e6d702d1a91ac#0,docs_src/data_block.ipynb,7c5097062b6b255d90078056387e6d702d1a91ac,340df8ecf72d8e7d9d32cccfeb53001ec1b9f9a8,success,ss,success
a1bae68f8558a1a44cc18a6e0bf4960483b585bc#0,docs_src/text_tmp.ipynb,a1bae68f8558a1a44cc18a6e0bf4960483b585bc,ceebc1f79313025605648eb037f2ee0e85a43eac,success,ss,success
e82bfa82347e3a4e39beaf97c0d25d42bbc39ae7#0,docs_src/text_tmp.ipynb,e82bfa82347e3a4e39beaf97c0d25d42bbc39ae7,f7a2a50f1569a5a77b231223c6de7d0f4f06cc48,success,ss,success
f41e08ee5f69f44b6818b6e97ca0dcbac02fdd29#0,docs_src/data_block.ipynb,f41e08ee5f69f44b6818b6e97ca0dcbac02fdd29,d4c22807fcc728830743aaa8add7dfc3ff789ebb,success,ss,success
aa65eb6198efda30d0bf1445e3311347f2f1905b#0,docs_src/data_block.ipynb,aa65eb6198efda30d0bf1445e3311347f2f1905b,9109182e6f682a5946bc2c820b026ecfa538856b,success,ss,success
e377479080dc39747532936025d4951862333854#16,docs_src/vision.data.ipynb,e377479080dc39747532936025d4951862333854,4f1e872a96fbf51ee5f48c2722dc105b9c6ada35,success,ss,success
e377479080dc39747532936025d4951862333854#20,docs_src/vision.transform.ipynb,e377479080dc39747532936025d4951862333854,4f1e872a96fbf51ee5f48c2722dc105b9c6ada35,success,ss,success
c249721ebe977e6c575074242936ba44e04182fb#4,docs_src/training.ipynb,c249721ebe977e6c575074242936ba44e04182fb,c465c3f6bdc1c769d08f9cc0e0804d2d32d852f3,success,ss,success
2b938bfdafe82152d83ec77cf4e71d9aef99487e#1,docs_src/text.data.ipynb,2b938bfdafe82152d83ec77cf4e71d9aef99487e,51eca8a8a3b509e708cd4421fdd2608bb88d5352,success,ss,success
bbcd4e0ce5614630aed31695af92df139d3c489f#1,courses/dl1/cifar10-simplenet.ipynb,bbcd4e0ce5614630aed31695af92df139d3c489f,6547c52b8a9aec55675406d38ca6d5eefec922b0,success,ss,success
bbcd4e0ce5614630aed31695af92df139d3c489f#38,courses/dl2/style-transfer.ipynb,bbcd4e0ce5614630aed31695af92df139d3c489f,6547c52b8a9aec55675406d38ca6d5eefec922b0,success,ss,success
f94292e64ea822d2a6b2b51977dd2e56e0ded719#0,courses/dl1/lesson1.ipynb,f94292e64ea822d2a6b2b51977dd2e56e0ded719,48da9abf401065c7e4d8d413d0c4465689c510ea,success,ss,success
64aea869ea5c5ab80c41cb5be624fbe19d43f9c1#1,courses/dl2/enhance.ipynb,64aea869ea5c5ab80c41cb5be624fbe19d43f9c1,2eb29a3ed6284a156f252203c481da819801cad7,success,ss,success
742a9f62e67a484a7f44e0db9fbb9dd6c179ef0b#0,courses/dl2/enhance.ipynb,742a9f62e67a484a7f44e0db9fbb9dd6c179ef0b,c103b30aa1eb89228fff6544d2d106596e7c9632,success,ss,success
8f18b021a7f0ea11880aa0559cf1df3148229419#2,courses/dl2/wgan.ipynb,8f18b021a7f0ea11880aa0559cf1df3148229419,85637273642fd7c87a14d9d5920b226eedd36e4c,success,ss,success
