repo,id,filename,old_cell,new_cell,type,evaluation,correct_old_cell,correct_new_cell
recommenders,a5f39f903c0e88ef426e9f336fee5b5c520d0715#0,notebooks/01_prepare_data/wikidata_KG.ipynb,22,14,move,n,22,22
fastai,08238e63aa6d970391c7062741f25dfd081dae25#0,docs_src/widgets.ipynb,14,13,move,y,14,14
fastai,340b7c748569f7e36c381f058e23bddc90d16f6c#0,courses/dl1/lesson1.ipynb,25,33,move,y,25,25
recommenders,a74a80413b5ae51eb3add336514352219b76e1e2#0,notebooks/00_quick_start/wide_deep_movielens.ipynb,6,5,move,y,6,6
fastai,c19a744b1d5b49fd99d695cb2217d92a3d95ac05#0,docs_src/data_block.ipynb,309,231,move,y,309,309
fastai,ab54f6fba1666fdb649c573adb8086be35afcc9f#0,tutorials/linalg_pytorch.ipynb,38,27,move,y,38,38
fastai,3dc3d35b2ec30147f666c05e8871454155489f45#11,docs_src/vision.data.ipynb,105,105,move,y,105,105
fastai,aa65eb6198efda30d0bf1445e3311347f2f1905b#0,docs_src/data_block.ipynb,16,22,move,n,16,16
fastai,b751575ac32f3006e100e3fd992567dc94e1f79d#11,docs_src/callbacks.tracker.ipynb,39,34,move,y,39,39
fastai,3dc3d35b2ec30147f666c05e8871454155489f45#4,docs_src/core.ipynb,53,7,move,y,53,53
fastai,e60baee682d53d796ea63a514eaddf3f8c85840b#0,courses/dl1/lesson1.ipynb,79,76,move,y,79,79
Data-Analysis,f9caf4e60bccab4ff5bcfda1b46158591e8a72ac#0,poisson/asteroid-impacts-poisson.ipynb,48,46,move,y,48,48
fastai,112b232e7de8857a4934112d8ab5081b9a051c8f#1,courses/dl2/pascal-multi.ipynb,51,51,move,y,51,51
fastai,3e9f1021dde2b731ce13493ecfb96db1e46da73d#0,courses/dl1/lesson1-workshop.ipynb,20,6,move,y,20,20
fastai,db55e7cba6994b1af137be1bbc2af12f880cf8a1#1,courses/dl1/lesson1.ipynb,70,48,move,y,70,70
fastai,5200d2669d30364ac530a2e9362000c31a7cb97e#1,courses/ml1/lesson4-mnist_sgd.ipynb,98,95,move,y,98,98
fastai,f1fdf375d0e5f93bd65dc9d60fc3430c882870e2#0,docs_src/callbacks.general_sched.ipynb,14,7,move,y,14,14
fastai,68134bb77e580e428463f9cf579d978d51b5800c#6,docs_src/vision.gan.ipynb,61,59,move,y,61,61
fastai,7c5097062b6b255d90078056387e6d702d1a91ac#0,docs_src/data_block.ipynb,8,6,move,y,8,8
fastai,c7126f61ef305fe6a149d2bb7362b67229d44aa7#1,courses/ml1/lesson1.ipynb,16,5,move,y,16,16
fastai,a48668b850d613664bb487071918f54c830a435e#0,courses/dl1/lesson4-imdb.ipynb,45,45,move,y,45,45
recommenders,8e69c8cd363512b38edbc30617eabb6fdc760095#0,notebooks/02_model/lightgbm_estimate_criteo_dac.ipynb,19,29,move,n,19,19
fastai,3a7a20c9e823cfafc85458777d4227926e3cf003#0,tutorials/linalg_pytorch.ipynb,17,17,move,y,17,17
Data-Analysis,a37b3bddc35ef0f44af23f9aec17c939a72ceb3b#0,over_vs_under/Over vs Under Fitting Example.ipynb,26,22,move,y,26,26
fastai,8664a862e726bd19f0b9036bfda81288566e714f#0,docs_src/torch_core.ipynb,55,40,move,y,55,55
fastai,ebb38c70518189f62d8c935135ce1f9b3324c879#0,courses/dl1/lesson1.ipynb,7,3,move,y,7,7
recommenders,8631adb66b7aba266e0caacb7fe66715a2d4a57f#0,notebooks/02_model/surprise_svd_deep_dive.ipynb,6,4,move,y,6,6
fastai,fc44645b4f4647cbb458d0137d45c32b9a3067c4#2,courses/dl2/pascal-multi.ipynb,76,55,move,y,76,76
fastai,4840930dc664dfd458737ad49fcaa58abc1bbe76#0,courses/ml1/lesson1.ipynb,29,28,move,y,29,29
fastai,77e3bc604236b35e6cccada18dec25f5de56a755#0,courses/dl1/lesson3-rossman.ipynb,114,109,move,y,114,114
fastai,1eca8b796e92ea4227dfc6059c819d761b90d55b#1,docs_src/tutorial.itemlist.ipynb,19,19,move,y,19,19
fastai,fc67a495bff3ea9c4b2abcae07b1223ce07bafdb#0,docs_src/basic_data.ipynb,5,5,move,y,5,5
examples,90c8dcfa6c4a6d2c1365b1293bfebf3cdb084312#0,community/en/neural_style_transfer/neural_style_transfer.ipynb,4,4,move,y,4,4
h2o-3,af632b387ca30059f4ef8dc70c372ba27710df93#0,h2o-docs/src/product/tutorials/gbm/gbmTuning.ipynb,13,12,move,y,13,13
recommenders,48769d2f682fb326987713a8d8793cd0c9e5c714#0,notebooks/00_quick_start/sar_single_node_movielens.ipynb,6,5,move,y,6,6
recommenders,a2548c10c0889f11d2b16737df86977f86a624df#0,notebooks/05_operationalize/aks_locust_load_test.ipynb,20,4,move,y,20,20
recommenders,f7716e6b09a1ccc73d0a080e73049a27a2a48dd9#0,notebooks/02_model/surprise_svd_deep_dive.ipynb,5,2,move,y,5,5
Data-Analysis,ac48a683e1af406477cffafcede7fec8f5d6a505#0,additive_models/Stock Explorer Class.ipynb,11,5,move,n,11,11
fastai,200deb5d68366eeb53a1e48a0c89a70e0a4ce6a1#6,docs_src/layers.ipynb,61,60,move,y,61,61
fastai,3dc3d35b2ec30147f666c05e8871454155489f45#2,docs_src/callbacks.csv_logger.ipynb,14,13,move,y,14,14
Data-Analysis,22ae6e519581338b11986721e63743c693af10cd#0,random_forest_explained/Random Forest Explained.ipynb,19,26,move,y,19,19
fastai,8f18b021a7f0ea11880aa0559cf1df3148229419#2,courses/dl2/wgan.ipynb,30,28,move,y,30,30
fastai,42d5d485daff61f6231a3f1221af6577246bc85b#0,docs_src/layers.ipynb,55,53,move,y,55,55
fastai,d50549a5db65793bbdb34de2bad2c7527b47c3d4#9,docs_src/gen_doc.nbtest.ipynb,19,18,move,y,19,19
fastai,486c5a55713c410a632e4ca554491bf804554747#0,courses/dl1/rossman.ipynb,108,107,move,y,108,108
fastai,2b938bfdafe82152d83ec77cf4e71d9aef99487e#1,docs_src/text.data.ipynb,78,92,move,n,78,78
