1.1.1,1.1.1,0.9809524
44.24.217,44.24.217,1
44.25.218,44.25.218,1
44.26.219,44.26.219,1
44.27.220,44.27.220,1
44.28.221,44.28.221,1
44.29.222,44.29.222,1
44.30.223,44.30.223,1
44.31.224,44.31.224,1
44.32.225,44.32.225,1
44.33.226,44.33.226,1
44.34.227,44.34.227,1
44.35.228,44.35.228,1
44.36.229,44.36.229,1
44.37.230,44.37.230,1
44.38.231,44.38.231,1
45.1.232,45.1.232,1
46.1.233,46.1.233,1
47.1.234,47.1.234,1
47.2.235,47.2.235,1
47.3.236,47.3.236,1
47.4.237,47.4.237,1
47.5.238,47.5.238,1
47.6.239,47.6.239,1
47.7.240,47.7.240,1
47.8.241,47.8.241,1
47.9.242,47.9.242,1
47.10.243,47.10.243,1
47.11.244,47.11.244,1
47.12.245,47.12.245,1
47.13.246,47.13.246,1
47.14.247,47.14.247,1
47.15.248,47.15.248,1
47.16.249,47.16.249,1
47.17.250,47.17.250,1
47.18.251,47.18.251,1
47.19.252,47.19.252,1
47.20.253,47.20.253,1
47.21.254,47.21.254,1
47.22.255,47.22.255,1
47.23.256,47.23.256,1
47.24.257,47.24.257,1
47.25.258,47.25.258,1
47.26.259,47.26.259,1
47.27.260,47.27.260,1
47.28.261,47.28.261,1
47.29.262,47.29.262,1
47.30.263,47.30.263,1
47.31.264,47.31.264,1
47.32.265,47.32.265,1
47.33.266,47.33.266,1
47.34.267,47.34.267,1
47.35.268,47.35.268,1
47.36.269,47.36.269,1
47.37.270,47.37.270,1
47.38.271,47.38.271,1
47.39.272,47.39.272,1
47.40.273,47.40.273,1
47.41.274,47.41.274,1
47.42.275,47.42.275,1
47.43.276,47.43.276,1
47.44.277,47.44.277,1
47.45.278,47.45.278,1
47.46.279,47.46.279,1
47.47.280,47.47.280,1
47.48.281,47.48.281,1
47.49.282,47.49.282,1
47.50.283,47.50.283,1
47.51.284,47.51.284,1
47.52.285,47.52.285,1
47.53.286,47.53.286,1
47.54.287,47.54.287,1
47.55.288,47.55.288,1
47.56.289,47.56.289,1
47.57.290,47.57.290,1
48.1.291,48.1.291,1
49.1.292,49.1.292,1
50.1.293,50.1.293,1
50.2.294,50.2.294,1
50.3.295,50.3.295,1
50.4.296,50.4.296,1
50.5.297,50.5.297,1
50.6.298,50.6.298,1
50.7.299,50.7.299,1
50.8.300,50.8.300,1
50.9.301,50.9.301,1
50.10.302,50.10.302,1
50.11.303,50.11.303,1
50.12.304,50.12.304,1
50.13.305,50.13.305,1
51.1.306,51.1.306,1
52.1.307,52.1.307,1
52.2.308,52.2.308,1
52.3.309,52.3.309,1
