1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
3.2.4,2.2.3,1
3.3.5,2.3.4,1
3.4.6,2.4.5,1
3.5.7,2.5.6,1
3.6.8,2.6.7,1
3.7.9,2.7.8,1
3.8.10,2.8.9,1
4.1.11,3.1.10,1
4.2.12,3.2.11,1
4.3.13,3.3.12,1
5.1.14,4.1.13,1
5.2.15,4.2.14,1
5.3.16,4.3.15,1
5.4.17,4.4.16,1
5.5.18,4.5.17,1
6.1.19,5.1.18,1
7.1.20,6.1.19,1
8.1.21,7.1.20,1
8.2.22,7.2.21,1
8.3.23,7.3.22,1
9.1.24,8.1.23,1
10.1.25,9.1.24,1
10.2.26,9.2.25,1
10.3.27,9.3.26,1
10.4.28,9.4.27,1
10.5.29,9.5.28,1
10.6.30,9.6.29,1
10.7.31,9.7.30,1
10.8.32,9.8.31,1
10.9.33,9.9.32,1
10.10.34,9.10.33,1
10.11.35,9.11.34,1
10.12.36,9.12.35,1
11.1.37,10.1.36,1
11.2.38,10.2.37,1
11.3.39,10.3.38,1
12.1.40,11.1.39,1
13.1.41,12.1.40,1
14.1.42,13.1.41,1
15.1.43,14.1.42,1
15.2.44,14.2.43,1
15.3.45,14.3.44,1
15.4.46,14.4.45,1
15.5.47,14.5.46,1
16.1.48,15.1.47,1
17.1.49,16.1.48,1
17.2.50,16.2.49,1
18.1.51,17.1.50,1
18.2.52,17.2.51,1
18.3.53,17.3.52,1
18.4.54,17.4.53,1
18.5.55,17.5.54,1
19.1.56,18.1.55,1
20.1.57,19.1.56,1
21.1.58,20.1.57,1
21.2.59,20.2.58,1
21.3.60,20.3.59,1
22.1.61,21.1.60,1
23.1.62,22.1.61,1
24.1.63,23.1.62,1
25.1.64,24.1.63,1
25.2.65,24.2.64,1
25.3.66,24.3.65,1
25.4.67,24.4.66,1
26.1.68,25.1.67,1
27.1.69,26.1.68,1
28.1.70,27.1.69,1
29.1.71,28.1.70,1
30.1.72,29.1.71,1
30.2.73,29.2.72,1
30.3.74,29.3.73,1
31.1.75,30.1.74,1
32.1.76,31.1.75,1
33.1.77,32.1.76,1
34.1.78,33.1.77,1
35.1.79,34.1.78,1
