_,1.1.1,0
1.1.1,_,0
1.2.2,_,0
1.3.3,_,0
1.4.4,_,0
1.5.5,_,0
2.1.6,2.1.2,1
3.1.7,3.1.3,1
4.1.8,4.1.4,1
4.2.9,4.2.5,1
4.3.10,4.3.6,1
4.4.11,4.4.7,1
4.5.12,4.5.8,1
4.6.13,4.6.9,1
5.1.14,5.1.10,1
5.2.15,5.2.11,1
5.3.16,5.3.12,1
5.4.17,5.4.13,1
6.1.18,6.1.14,1
7.1.19,7.1.15,1
7.2.20,7.2.16,1
7.3.21,7.3.17,1
7.4.22,7.4.18,1
8.1.23,8.1.19,1
9.1.24,9.1.20,1
9.2.25,9.2.21,1
9.3.26,9.3.22,1
9.4.27,9.4.23,1
9.5.28,9.5.24,1
9.6.29,9.6.25,1
9.7.30,9.7.26,1
9.8.31,9.8.27,1
9.9.32,9.9.28,1
9.10.33,9.10.29,1
9.11.34,9.11.30,1
9.12.35,9.12.31,1
9.13.36,9.13.32,1
9.14.37,9.14.33,1
9.15.38,9.15.34,1
9.16.39,9.16.35,1
9.17.40,9.17.36,1
9.18.41,9.18.37,1
9.19.42,9.19.38,1
10.1.43,10.1.39,1
11.1.44,11.1.40,1
11.2.45,11.2.41,1
11.3.46,11.3.42,1
11.4.47,11.4.43,1
12.1.48,12.1.44,1
13.1.49,13.1.45,1
14.1.50,14.1.46,1
15.1.51,15.1.47,1
15.2.52,15.2.48,1
15.3.53,15.3.49,1
16.1.54,16.1.50,1
17.1.55,17.1.51,1
18.1.56,18.1.52,1
18.2.57,18.2.53,1
18.3.58,18.3.54,1
18.4.59,18.4.55,1
18.5.60,18.5.56,1
19.1.61,19.1.57,1
19.2.62,19.2.58,1
19.3.63,19.3.59,1
20.1.64,20.1.60,1
20.2.65,20.2.61,1
20.3.66,20.3.62,1
21.1.67,21.1.63,1
22.1.68,22.1.64,1
22.2.69,22.2.65,1
22.3.70,22.3.66,1
23.1.71,23.1.67,1
23.2.72,23.2.68,1
23.3.73,23.3.69,1
23.4.74,23.4.70,1
23.5.75,23.5.71,1
23.6.76,23.6.72,1
23.7.77,23.7.73,1
23.8.78,23.8.74,1
23.9.79,23.9.75,1
23.10.80,23.10.76,1
23.11.81,23.11.77,1
23.12.82,23.12.78,1
23.13.83,23.13.79,1
23.14.84,23.14.80,1
23.15.85,23.15.81,1
23.16.86,23.16.82,1
23.17.87,23.17.83,1
23.18.88,23.18.84,1
23.19.89,23.19.85,1
23.20.90,23.20.86,1
23.21.91,23.21.87,1
23.22.92,23.22.88,1
23.23.93,23.23.89,1
23.24.94,23.24.90,1
23.25.95,23.25.91,1
23.26.96,23.26.92,1
23.27.97,23.27.93,1
23.28.98,23.28.94,1
23.29.99,23.29.95,1
23.30.100,23.30.96,1
23.31.101,23.31.97,1
24.1.102,24.1.98,1
24.2.103,24.2.99,1
24.3.104,24.3.100,1
24.4.105,24.4.101,1
24.5.106,24.5.102,1
24.6.107,24.6.103,1
25.1.108,25.1.104,1
26.1.109,26.1.105,1
26.2.110,26.2.106,1
26.3.111,26.3.107,1
26.4.112,26.4.108,1
27.1.113,27.1.109,1
28.1.114,28.1.110,1
29.1.115,29.1.111,1
30.1.116,30.1.112,1
31.1.117,31.1.113,1
31.2.118,31.2.114,1
31.3.119,31.3.115,1
31.4.120,31.4.116,1
31.5.121,31.5.117,1
31.6.122,31.6.118,1
31.7.123,31.7.119,1
31.8.124,31.8.120,1
31.9.125,31.9.121,1
31.10.126,31.10.122,1
31.11.127,31.11.123,1
31.12.128,31.12.124,1
31.13.129,31.13.125,1
31.14.130,31.14.126,1
32.1.131,32.1.127,1
33.1.132,33.1.128,1
33.2.133,33.2.129,1
33.3.134,33.3.130,1
34.1.135,34.1.131,1
34.2.136,34.2.132,1
34.3.137,34.3.133,1
34.4.138,34.4.134,1
34.5.139,34.5.135,1
34.6.140,34.6.136,1
34.7.141,34.7.137,1
34.8.142,34.8.138,1
34.9.143,34.9.139,1
34.10.144,34.10.140,1
34.11.145,34.11.141,1
34.12.146,34.12.142,1
34.13.147,34.13.143,1
35.1.148,35.1.144,1
35.2.149,35.2.145,1
35.3.150,35.3.146,1
36.1.151,36.1.147,1
36.2.152,36.2.148,1
