1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,3.1.7,1
4.1.8,_,0
5.1.9,_,0
6.1.10,_,0
7.1.11,_,0
8.1.12,_,0
9.1.13,_,0
10.1.14,_,0
11.1.15,_,0
12.1.16,_,0
13.1.17,_,0
13.2.18,_,0
13.3.19,_,0
13.4.20,_,0
13.5.21,_,0
13.6.22,_,0
13.7.23,_,0
13.8.24,_,0
13.9.25,_,0
13.10.26,_,0
14.1.27,4.1.8,1
15.1.28,5.1.9,1
16.1.29,6.1.10,1
17.1.30,7.1.11,1
18.1.31,8.1.12,1
19.1.32,9.1.13,1
20.1.33,10.1.14,1
20.2.34,10.2.15,1
20.3.35,10.3.16,1
20.4.36,10.4.17,1
20.5.37,10.5.18,1
20.6.38,10.6.19,1
20.7.39,10.7.20,1
20.8.40,10.8.21,1
21.1.41,11.1.22,1
22.1.42,12.1.23,1
23.1.43,13.1.24,1
23.2.44,13.2.25,1
24.1.45,14.1.26,1
25.1.46,15.1.27,1
25.2.47,15.2.28,1
25.3.48,15.3.29,1
25.4.49,15.4.30,1
25.5.50,15.5.31,1
25.6.51,15.6.32,1
25.7.52,15.7.33,1
25.8.53,15.8.34,1
25.9.54,15.9.35,1
25.10.55,15.10.36,1
26.1.56,16.1.37,1
27.1.57,17.1.38,1
28.1.58,18.1.39,1
29.1.59,19.1.40,1
30.1.60,20.1.41,1
31.1.61,21.1.42,1
32.1.62,22.1.43,1
33.1.63,23.1.44,1
34.1.64,24.1.45,1
35.1.65,25.1.46,1
36.1.66,26.1.47,1
37.1.67,27.1.48,1
38.1.68,28.1.49,1
39.1.69,29.1.50,1
40.1.70,30.1.51,1
41.1.71,31.1.52,1
41.2.72,31.2.53,1
41.3.73,31.3.54,1
41.4.74,31.4.55,1
41.5.75,31.5.56,1
41.6.76,31.6.57,1
41.7.77,31.7.58,1
42.1.78,32.1.59,1
43.1.79,33.1.60,1
44.1.80,34.1.61,1
44.2.81,34.2.62,1
44.3.82,34.3.63,1
