1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
3.2.4,2.2.3,1
3.3.5,2.3.4,1
4.1.6,3.1.5,1
5.1.7,4.1.6,1
5.2.8,4.2.7,1
5.3.9,4.3.8,1
6.1.10,5.1.9,1
7.1.11,6.1.10,1
8.1.12,7.1.11,1
9.1.13,8.1.12,1
9.2.14,8.2.13,1
9.3.15,8.3.14,1
10.1.16,9.1.15,1
11.1.17,10.1.16,1
11.2.18,10.2.17,1
12.1.19,11.1.18,1
13.1.20,12.1.19,1
14.1.21,13.1.20,1
14.2.22,13.2.21,1
14.3.23,13.3.22,1
15.1.24,14.1.23,1
15.2.25,14.2.24,1
15.3.26,14.3.25,1
15.4.27,14.4.26,1
16.1.28,15.1.27,1
16.2.29,15.2.28,1
16.3.30,15.3.29,1
17.1.31,16.1.30,1
18.1.32,17.1.31,1
18.2.33,17.2.32,1
19.1.34,18.1.33,1
20.1.35,19.1.34,1
21.1.36,20.1.35,1
21.2.37,20.2.36,1
22.1.38,21.1.37,1
23.1.39,22.1.38,1
24.1.40,23.1.39,1
25.1.41,24.1.40,1
26.1.42,25.1.41,1
26.2.43,25.2.42,1
26.3.44,25.3.43,1
26.4.45,25.4.44,1
26.5.46,25.5.45,1
26.6.47,25.6.46,1
26.7.48,25.7.47,1
26.8.49,25.8.48,1
26.9.50,25.9.49,1
26.10.51,25.10.50,1
26.11.52,25.11.51,1
26.12.53,25.12.52,1
26.13.54,25.13.53,1
26.14.55,25.14.54,1
26.15.56,25.15.55,1
26.16.57,25.16.56,1
26.17.58,25.17.57,1
26.18.59,25.18.58,1
26.19.60,25.19.59,1
26.20.61,25.20.60,1
26.21.62,25.21.61,1
26.22.63,25.22.62,1
26.23.64,25.23.63,1
26.24.65,25.24.64,1
27.1.66,26.1.65,1
28.1.67,27.1.66,1
29.1.68,28.1.67,1
29.2.69,28.2.68,1
29.3.70,28.3.69,1
30.1.71,29.1.70,1
