_,4.6.9,0
_,4.8.11,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,0.886134
4.2.5,4.2.5,1
4.3.6,4.3.6,0.8057316
4.4.7,4.5.8,0.80787265
4.5.8,4.7.10,0.49545902
4.6.9,4.4.7,1
4.7.10,4.9.12,1
4.8.11,4.10.13,1
4.9.12,4.11.14,1
4.10.13,4.12.15,1
4.11.14,4.13.16,1
4.12.15,4.14.17,1
4.13.16,4.15.18,1
4.14.17,4.16.19,1
4.15.18,4.17.20,1
4.16.19,4.18.21,1
4.17.20,4.19.22,1
5.1.21,5.1.23,1
6.1.22,6.1.24,1
6.2.23,6.2.25,1
6.3.24,6.3.26,1
6.4.25,6.4.27,1
6.5.26,6.5.28,1
6.6.27,6.6.29,1
6.7.28,6.7.30,1
6.8.29,6.8.31,1
6.9.30,6.9.32,1
6.10.31,6.10.33,1
6.11.32,6.11.34,1
6.12.33,6.12.35,1
6.13.34,6.13.36,1
7.1.35,7.1.37,1
8.1.36,8.1.38,1
9.1.37,9.1.39,1
10.1.38,10.1.40,1
11.1.39,11.1.41,1
12.1.40,12.1.42,1
12.2.41,12.2.43,1
12.3.42,12.3.44,1
12.4.43,12.4.45,1
12.5.44,12.5.46,1
12.6.45,12.6.47,1
12.7.46,12.7.48,1
12.8.47,12.8.49,1
12.9.48,12.9.50,1
12.10.49,12.10.51,1
12.11.50,12.11.52,1
12.12.51,12.12.53,1
13.1.52,13.1.54,1
14.1.53,14.1.55,1
