_,1.1.1,0
1.1.1,_,0
1.2.2,_,0
1.3.3,_,0
1.4.4,_,0
1.5.5,_,0
2.1.6,2.1.2,1
3.1.7,3.1.3,1
3.2.8,3.2.4,1
3.3.9,3.3.5,1
4.1.10,4.1.6,1
5.1.11,5.1.7,1
5.2.12,5.2.8,1
5.3.13,5.3.9,1
6.1.14,6.1.10,1
7.1.15,7.1.11,1
8.1.16,8.1.12,1
8.2.17,8.2.13,1
9.1.18,9.1.14,1
9.2.19,9.2.15,1
9.3.20,9.3.16,1
10.1.21,10.1.17,1
10.2.22,10.2.18,1
11.1.23,11.1.19,1
11.2.24,11.2.20,1
11.3.25,11.3.21,1
11.4.26,11.4.22,1
12.1.27,12.1.23,1
12.2.28,12.2.24,1
13.1.29,13.1.25,1
14.1.30,14.1.26,1
15.1.31,15.1.27,1
15.2.32,15.2.28,1
16.1.33,16.1.29,1
17.1.34,17.1.30,1
18.1.35,18.1.31,1
18.2.36,18.2.32,1
18.3.37,18.3.33,1
18.4.38,18.4.34,1
18.5.39,18.5.35,1
19.1.40,19.1.36,1
20.1.41,20.1.37,1
20.2.42,20.2.38,1
20.3.43,20.3.39,1
20.4.44,20.4.40,1
20.5.45,20.5.41,1
21.1.46,21.1.42,1
21.2.47,21.2.43,1
22.1.48,22.1.44,1
23.1.49,23.1.45,1
24.1.50,24.1.46,1
24.2.51,24.2.47,1
25.1.52,25.1.48,1
25.2.53,25.2.49,1
25.3.54,25.3.50,1
25.4.55,25.4.51,1
25.5.56,25.5.52,1
26.1.57,26.1.53,1
27.1.58,27.1.54,1
27.2.59,27.2.55,1
27.3.60,27.3.56,1
28.1.61,28.1.57,1
28.2.62,28.2.58,1
29.1.63,29.1.59,1
30.1.64,30.1.60,1
31.1.65,31.1.61,1
32.1.66,32.1.62,1
32.2.67,32.2.63,1
32.3.68,32.3.64,1
32.4.69,32.4.65,1
32.5.70,32.5.66,1
32.6.71,32.6.67,1
33.1.72,33.1.68,1
33.2.73,33.2.69,1
33.3.74,33.3.70,1
34.1.75,34.1.71,1
34.2.76,34.2.72,1
34.3.77,34.3.73,1
35.1.78,35.1.74,1
36.1.79,36.1.75,1
37.1.80,37.1.76,1
37.2.81,37.2.77,1
37.3.82,37.3.78,1
37.4.83,37.4.79,1
37.5.84,37.5.80,1
37.6.85,37.6.81,1
37.7.86,37.7.82,1
37.8.87,37.8.83,1
37.9.88,37.9.84,1
37.10.89,37.10.85,1
37.11.90,37.11.86,1
37.12.91,37.12.87,1
37.13.92,37.13.88,1
37.14.93,37.14.89,1
37.15.94,37.15.90,1
37.16.95,37.16.91,1
37.17.96,37.17.92,1
37.18.97,37.18.93,1
37.19.98,37.19.94,1
37.20.99,37.20.95,1
37.21.100,37.21.96,1
37.22.101,37.22.97,1
37.23.102,37.23.98,1
37.24.103,37.24.99,1
38.1.104,38.1.100,1
38.2.105,38.2.101,1
39.1.106,39.1.102,1
39.2.107,39.2.103,1
40.1.108,40.1.104,1
40.2.109,40.2.105,1
40.3.110,40.3.106,1
41.1.111,41.1.107,1
