1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
5.2.6,4.2.5,1
5.3.7,4.3.6,1
5.4.8,4.4.7,1
5.5.9,4.5.8,1
5.6.10,4.6.9,1
5.7.11,4.7.10,1
5.8.12,4.8.11,1
5.9.13,4.9.12,1
6.1.14,5.1.13,1
7.1.15,6.1.14,1
8.1.16,7.1.15,1
9.1.17,8.1.16,1
9.2.18,8.2.17,1
9.3.19,8.3.18,1
10.1.20,9.1.19,1
11.1.21,10.1.20,1
12.1.22,11.1.21,1
13.1.23,12.1.22,1
13.2.24,12.2.23,1
13.3.25,12.3.24,1
14.1.26,13.1.25,1
14.2.27,13.2.26,1
14.3.28,13.3.27,1
15.1.29,14.1.28,1
15.2.30,14.2.29,1
15.3.31,14.3.30,1
16.1.32,15.1.31,1
17.1.33,16.1.32,1
18.1.34,17.1.33,1
18.2.35,17.2.34,1
18.3.36,17.3.35,1
18.4.37,17.4.36,1
18.5.38,17.5.37,1
18.6.39,17.6.38,1
18.7.40,17.7.39,1
18.8.41,17.8.40,1
18.9.42,17.9.41,1
18.10.43,17.10.42,1
18.11.44,17.11.43,1
19.1.45,18.1.44,1
19.2.46,18.2.45,1
19.3.47,18.3.46,1
20.1.48,19.1.47,1
20.2.49,19.2.48,1
20.3.50,19.3.49,1
20.4.51,19.4.50,1
20.5.52,19.5.51,1
20.6.53,19.6.52,1
20.7.54,19.7.53,1
20.8.55,19.8.54,1
20.9.56,19.9.55,1
20.10.57,19.10.56,1
20.11.58,19.11.57,1
21.1.59,20.1.58,1
22.1.60,21.1.59,1
23.1.61,22.1.60,1
24.1.62,23.1.61,1
24.2.63,23.2.62,1
24.3.64,23.3.63,1
25.1.65,24.1.64,1
26.1.66,25.1.65,1
26.2.67,25.2.66,1
26.3.68,25.3.67,1
26.4.69,25.4.68,1
26.5.70,25.5.69,1
26.6.71,25.6.70,1
27.1.72,26.1.71,1
28.1.73,27.1.72,1
29.1.74,28.1.73,1
30.1.75,29.1.74,1
31.1.76,30.1.75,1
32.1.77,31.1.76,1
33.1.78,32.1.77,1
34.1.79,33.1.78,1
35.1.80,34.1.79,1
