1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
5.1.5,4.1.4,1
6.1.6,5.1.5,1
7.1.7,6.1.6,1
8.1.8,7.1.7,1
9.1.9,8.1.8,1
10.1.10,9.1.9,1
11.1.11,10.1.10,1
12.1.12,11.1.11,1
13.1.13,12.1.12,1
14.1.14,13.1.13,1
15.1.15,14.1.14,1
15.2.16,14.2.15,1
15.3.17,14.3.16,1
16.1.18,15.1.17,1
17.1.19,16.1.18,1
18.1.20,17.1.19,1
19.1.21,18.1.20,1
19.2.22,18.2.21,1
19.3.23,18.3.22,1
19.4.24,18.4.23,1
19.5.25,18.5.24,1
20.1.26,19.1.25,1
21.1.27,20.1.26,1
22.1.28,21.1.27,1
23.1.29,22.1.28,1
24.1.30,23.1.29,1
25.1.31,24.1.30,1
26.1.32,25.1.31,1
27.1.33,26.1.32,1
28.1.34,27.1.33,1
29.1.35,28.1.34,1
30.1.36,29.1.35,1
30.2.37,29.2.36,1
30.3.38,29.3.37,1
31.1.39,30.1.38,1
32.1.40,31.1.39,1
32.2.41,31.2.40,1
32.3.42,31.3.41,1
32.4.43,31.4.42,1
32.5.44,31.5.43,1
32.6.45,31.6.44,1
33.1.46,32.1.45,1
33.2.47,32.2.46,1
34.1.48,33.1.47,1
34.2.49,33.2.48,1
35.1.50,34.1.49,1
36.1.51,35.1.50,1
36.2.52,35.2.51,1
36.3.53,35.3.52,1
37.1.54,36.1.53,1
38.1.55,37.1.54,1
