1.1.1,_,0
2.1.2,1.1.1,1
3.1.3,2.1.2,1
4.1.4,3.1.3,1
4.2.5,3.2.4,1
5.1.6,4.1.5,1
5.2.7,4.2.6,1
5.3.8,4.3.7,1
5.4.9,4.4.8,1
5.5.10,4.5.9,1
5.6.11,4.6.10,1
6.1.12,5.1.11,1
6.2.13,5.2.12,1
7.1.14,6.1.13,1
7.2.15,6.2.14,1
7.3.16,6.3.15,1
8.1.17,7.1.16,1
8.2.18,7.2.17,1
9.1.19,8.1.18,1
10.1.20,9.1.19,1
10.2.21,9.2.20,1
11.1.22,10.1.21,1
11.2.23,10.2.22,1
11.3.24,10.3.23,1
11.4.25,10.4.24,1
11.5.26,10.5.25,1
11.6.27,10.6.26,1
11.7.28,10.7.27,1
12.1.29,11.1.28,1
12.2.30,11.2.29,1
12.3.31,11.3.30,1
12.4.32,11.4.31,1
12.5.33,11.5.32,1
13.1.34,12.1.33,1
13.2.35,12.2.34,1
13.3.36,12.3.35,1
14.1.37,13.1.36,1
15.1.38,14.1.37,1
16.1.39,15.1.38,1
16.2.40,15.2.39,1
17.1.41,16.1.40,1
17.2.42,16.2.41,1
17.3.43,16.3.42,1
18.1.44,17.1.43,1
18.2.45,17.2.44,1
18.3.46,17.3.45,1
18.4.47,17.4.46,1
18.5.48,17.5.47,1
18.6.49,17.6.48,1
18.7.50,17.7.49,1
18.8.51,17.8.50,1
18.9.52,17.9.51,1
18.10.53,17.10.52,1
19.1.54,18.1.53,1
19.2.55,18.2.54,1
19.3.56,18.3.55,1
19.4.57,18.4.56,1
19.5.58,18.5.57,1
20.1.59,19.1.58,1
20.2.60,19.2.59,1
20.3.61,19.3.60,1
21.1.62,20.1.61,1
22.1.63,21.1.62,1
23.1.64,22.1.63,1
23.2.65,22.2.64,1
24.1.66,23.1.65,1
25.1.67,24.1.66,1
26.1.68,25.1.67,1
26.2.69,25.2.68,1
26.3.70,25.3.69,1
26.4.71,25.4.70,1
26.5.72,25.5.71,1
26.6.73,25.6.72,1
26.7.74,25.7.73,1
26.8.75,25.8.74,1
26.9.76,25.9.75,1
27.1.77,26.1.76,1
27.2.78,26.2.77,1
27.3.79,26.3.78,1
27.4.80,26.4.79,1
27.5.81,26.5.80,1
28.1.82,27.1.81,1
29.1.83,28.1.82,1
29.2.84,28.2.83,1
29.3.85,28.3.84,1
30.1.86,29.1.85,1
