_,9.1.13,0
_,15.1.20,0
_,15.2.21,0
_,37.3.84,0
_,37.4.85,0
_,37.5.86,0
_,37.6.87,0
_,37.7.88,0
1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
5.1.5,5.1.5,1
5.2.6,5.2.6,1
5.3.7,5.3.7,1
6.1.8,6.1.8,1
7.1.9,7.1.9,1
8.1.10,8.1.10,0.80288875
9.1.11,_,0
10.1.12,8.3.12,0.6261112
11.1.13,_,0
11.2.14,9.2.14,0.7894162
12.1.15,_,0
13.1.16,_,0
13.2.17,_,0
13.3.18,_,0
14.1.19,_,0
15.1.20,_,0
15.2.21,8.2.11,0.883705
15.3.22,_,0
16.1.23,_,0
17.1.24,10.1.15,0.7534821
18.1.25,11.1.16,1
19.1.26,_,0
20.1.27,12.1.17,0.87137926
21.1.28,13.1.18,1
22.1.29,14.1.19,1
23.1.30,15.3.22,0.7511096
23.2.31,15.4.23,1
23.3.32,15.5.24,1
24.1.33,16.1.25,1
25.1.34,17.1.26,1
26.1.35,18.1.27,1
27.1.36,19.1.28,1
27.2.37,19.2.29,1
27.3.38,19.3.30,1
28.1.39,20.1.31,0.8258065
29.1.40,21.1.32,1
30.1.41,22.1.33,1
31.1.42,23.1.34,1
32.1.43,24.1.35,1
32.2.44,24.2.36,1
32.3.45,24.3.37,0.9860193
32.4.46,24.4.38,1
32.5.47,24.5.39,0.83789927
33.1.48,25.1.40,1
34.1.49,26.1.41,1
34.2.50,26.2.42,1
34.3.51,26.3.43,0.8837111
34.4.52,26.4.44,0.9711027
34.5.53,26.5.45,1
34.6.54,26.6.46,1
34.7.55,26.7.47,1
34.8.56,26.8.48,0.788766
35.1.57,27.1.49,1
36.1.58,28.1.50,1
36.2.59,28.2.51,1
36.3.60,28.3.52,1
36.4.61,28.4.53,1
36.5.62,28.5.54,1
36.6.63,28.6.55,1
36.7.64,28.7.56,1
36.8.65,28.8.57,1
37.1.66,29.1.58,1
38.1.67,30.1.59,1
39.1.68,31.1.60,1
39.2.69,31.2.61,1
39.3.70,31.3.62,1
40.1.71,32.1.63,1
41.1.72,33.1.64,1
41.2.73,33.2.65,1
41.3.74,33.3.66,1
41.4.75,33.4.67,1
41.5.76,33.5.68,1
41.6.77,33.6.69,1
41.7.78,33.7.70,1
42.1.79,34.1.71,1
43.1.80,35.1.72,1
43.2.81,35.2.73,1
43.3.82,35.3.74,1
43.4.83,35.4.75,1
43.5.84,35.5.76,1
43.6.85,35.6.77,1
43.7.86,35.7.78,1
43.8.87,35.8.79,1
43.9.88,35.9.80,1
44.1.89,36.1.81,1
45.1.90,37.1.82,1
45.2.91,37.2.83,1
45.3.92,_,0
45.4.93,_,0
45.5.94,_,0
45.6.95,_,0
45.7.96,_,0
45.8.97,_,0
46.1.98,_,0
47.1.99,_,0
47.2.100,_,0
47.3.101,_,0
48.1.102,38.1.89,1
49.1.103,39.1.90,0.74435866
